job_skill_id,job_id,skill_id
2139,800,29
2140,801,26
2141,801,25
2142,801,23
2143,802,48
2144,802,47
2145,803,17
2146,803,16
2147,803,18
2148,804,16
2149,804,17
2150,804,18
2151,804,15
2152,805,27
2153,805,30
2154,805,29
2155,806,26
2156,806,23
2157,807,43
2158,807,44
2159,808,41
2160,808,42
2161,808,40
2162,809,46
2163,810,3
2164,810,5
2165,810,1
2166,810,4
2167,811,22
2168,811,21
2169,811,19
2170,812,11
2171,812,13
2172,812,12
2173,812,14
2174,813,40
2175,813,41
2176,813,42
2177,814,38
2178,814,37
2179,814,39
2180,815,40
2181,815,41
2182,816,37
2183,816,38
2184,817,6
2185,817,7
2186,818,42
2187,818,41
2188,819,48
2189,819,47
2190,820,6
2191,820,7
2192,820,9
2193,821,47
2194,821,48
2195,822,44
2196,822,43
2197,823,42
2198,823,41
2199,823,40
2200,824,11
2201,824,12
2202,825,39
2203,825,37
2204,825,38
2205,826,45
2206,827,29
2207,827,28
2208,827,30
2209,828,23
2210,828,25
2211,828,24
2212,829,10
2213,829,6
2214,829,8
2215,829,7
2216,830,17
2217,830,18
2218,831,13
2219,831,12
2220,832,24
2221,832,23
2222,832,25
2223,833,12
2224,833,13
2225,834,13
2226,834,12
2227,834,11
2228,834,14
2229,835,38
2230,835,39
2231,836,24
2232,836,25
2233,836,26
2234,837,44
2235,837,43
2236,838,46
2237,839,37
2238,839,39
2239,839,38
2240,840,45
2241,841,19
2242,841,21
2243,842,42
2244,842,41
2245,843,6
2246,843,9
2247,844,13
2248,844,12
2249,845,23
2250,845,26
2251,846,3
2252,846,4
2253,846,2
2254,846,1
2255,847,1
2256,847,5
2257,848,41
2258,848,42
2259,849,42
2260,849,41
2261,849,40
2262,850,30
2263,850,28
2264,851,18
2265,851,15
2266,851,17
2267,852,29
2268,852,28
2269,852,27
2270,853,4
2271,853,2
2272,853,3
2273,854,6
2274,854,7
2275,855,29
2276,855,30
2277,855,27
2278,855,28
2279,856,29
2280,856,28
2281,856,27
2282,856,30
2283,857,30
2284,857,28
2285,858,36
2286,858,35
2287,859,30
2288,859,29
2289,859,28
2290,860,36
2291,860,35
2292,860,34
2293,861,32
2294,861,33
2295,862,25
2296,862,24
2297,862,23
2298,863,25
2299,863,26
2300,863,24
2301,864,28
2302,864,27
2303,865,37
2304,865,39
2305,865,38
2306,866,14
2307,866,12
2308,867,30
2309,867,27
2310,868,42
2311,868,41
2312,869,30
2313,869,28
2314,869,29
2315,869,27
2316,870,18
2317,870,17
2318,870,16
2319,870,15
2320,871,47
2321,871,48
2322,872,25
2323,872,26
2324,872,24
2325,873,17
2326,873,18
2327,873,16
2328,874,39
2329,874,38
2330,875,39
2331,875,37
2332,875,38
2333,876,27
2334,876,30
2335,877,34
2336,877,36
2337,877,35
2338,878,3
2339,878,5
2340,878,1
2341,878,2
2342,879,18
2343,879,15
2344,879,16
2345,879,17
2346,880,30
2347,880,28
2348,880,29
2349,881,8
2350,881,7
2351,881,10
2352,881,9
2353,882,38
2354,882,39
2355,882,37
2356,883,43
2357,883,44
2358,884,46
2359,885,17
2360,885,16
2361,886,15
2362,886,17
2363,886,18
2364,886,16
2365,887,19
2366,887,21
2367,887,20
2368,888,13
2369,888,11
2370,888,14
2371,889,9
2372,889,6
2373,889,7
2374,889,8
2375,890,20
2376,890,19
2377,890,21
2378,890,22
2379,891,39
2380,891,37
2381,892,39
2382,892,37
2383,892,38
2384,893,29
2385,893,28
2386,893,30
2387,894,37
2388,894,38
2389,895,23
2390,895,26
2391,895,25
2392,896,4
2393,896,3
2394,896,2
2395,897,48
2396,897,47
2397,898,15
2398,898,16
2399,899,46
2400,900,29
2401,900,28
2402,900,27
2403,901,29
2404,901,28
2405,901,27
2406,902,23
2407,902,24
2408,902,25
2409,902,26
2410,903,11
2411,903,12
2412,903,13
2413,904,26
2414,904,23
2415,904,25
2416,905,32
2417,905,33
2418,905,31
2419,906,3
2420,906,4
2421,906,2
2422,906,1
2423,907,6
2424,907,10
2425,907,9
2426,908,30
2427,908,27
2428,909,33
2429,909,31
2430,910,5
2431,910,2
2432,910,4
2433,910,1
2434,911,24
2435,911,23
2436,911,25
2437,911,26
2438,912,47
2439,912,48
2440,913,12
2441,913,11
2442,913,14
2443,913,13
2444,914,5
2445,914,1
2446,915,29
2447,915,28
2448,915,27
2449,915,30
2450,916,28
2451,916,27
2452,916,30
2453,917,3
2454,917,5
2455,917,1
2456,918,39
2457,918,37
2458,919,40
2459,919,41
2460,919,42
2461,920,28
2462,920,30
2463,920,27
2464,921,36
2465,921,35
2466,921,34
2467,922,42
2468,922,41
2469,922,40
2470,923,6
2471,923,10
2472,923,8
2473,924,22
2474,924,21
2475,925,29
2476,925,27
2477,925,30
2478,926,30
2479,926,29
2480,926,27
2481,926,28
2482,927,23
2483,927,26
2484,927,25
2485,927,24
2486,928,24
2487,928,25
2488,929,18
2489,929,17
2490,929,15
2491,930,39
2492,930,37
2493,930,38
2494,931,18
2495,931,15
2496,931,17
2497,931,16
2498,932,17
2499,932,15
2500,933,24
2501,933,26
2502,934,25
2503,934,26
2504,935,16
2505,935,15
2506,935,17
2507,936,43
2508,936,44
2509,937,43
2510,937,44
2511,938,33
2512,938,31
2513,939,38
2514,939,39
2515,939,37
2516,940,17
2517,940,15
2518,940,16
2519,940,18
2520,941,18
2521,941,16
2522,941,15
2523,941,17
2524,942,29
2525,942,28
2526,943,25
2527,943,23
2528,943,26
2529,943,24
2530,944,28
2531,944,27
2532,945,29
2533,945,30
2534,946,29
2535,946,28
2536,946,27
2537,947,20
2538,947,22
2539,948,18
2540,948,15
2541,949,33
2542,949,31
2543,949,32
2544,950,43
2545,950,44
2546,951,16
2547,951,17
2548,951,18
2549,952,1
2550,952,4
2551,953,42
2552,953,40
2553,954,35
2554,954,34
2555,954,36
2556,955,4
2557,955,2
2558,955,3
2559,955,5
2560,956,18
2561,956,17
2562,957,14
2563,957,12
2564,957,13
2565,957,11
2566,958,18
2567,958,15
2568,958,17
2569,958,16
2570,959,34
2571,959,35
2572,959,36
2573,960,25
2574,960,23
2575,961,28
2576,961,29
2577,961,30
2578,961,27
2579,962,28
2580,962,30
2581,963,3
2582,963,4
2583,963,2
2584,963,5
2585,964,45
2586,965,30
2587,965,29
2588,965,27
2589,966,28
2590,966,30
2591,967,47
2592,967,48
2593,968,28
2594,968,30
2595,968,27
2596,968,29
2597,969,45
2598,970,31
2599,970,33
2600,970,32
2601,971,38
2602,971,39
2603,972,41
2604,972,42
2605,972,40
2606,973,42
2607,973,40
2608,974,28
2609,974,29
2610,974,27
2611,975,27
2612,975,29
2613,975,30
2614,975,28
2615,976,25
2616,976,26
2617,976,24
2618,976,23
2619,977,33
2620,977,31
2621,978,31
2622,978,32
2623,979,44
2624,979,43
2625,980,25
2626,980,23
2627,980,26
2628,981,5
2629,981,4
2630,981,2
2631,982,18
2632,982,17
2633,982,15
2634,982,16
2635,983,24
2636,983,25
2637,983,26
2638,983,23
2639,984,41
2640,984,40
2641,985,29
2642,985,28
2643,985,27
2644,985,30
2645,986,13
2646,986,14
2647,987,37
2648,987,38
2649,987,39
2650,988,12
2651,988,13
2652,988,14
2653,989,25
2654,989,26
2655,989,24
2656,989,23
2657,990,27
2658,990,30
2659,991,31
2660,991,33
2661,991,32
2662,992,34
2663,992,36
2664,992,35
2665,993,27
2666,993,28
2667,993,29
2668,993,30
2669,994,12
2670,994,14
2671,994,13
2672,994,11
2673,995,38
2674,995,37
2675,995,39
2676,996,12
2677,996,14
2678,997,1
2679,997,4
2680,997,3
2681,998,40
2682,998,41
2683,998,42
2684,999,29
2685,999,30
2686,1000,24
2687,1000,23
2688,1001,11
2689,1001,14
2690,1001,13
2691,1002,45
2692,1003,39
2693,1003,37
2694,1004,15
2695,1004,16
2696,1005,19
2697,1005,22
2698,1005,21
2699,1005,20
2700,1006,34
2701,1006,35
2702,1006,36
2703,1007,42
2704,1007,40
2705,1008,30
2706,1008,27
2707,1008,29
2708,1009,8
2709,1009,7
2710,1010,44
2711,1010,43
2712,1011,37
2713,1011,39
2714,1012,39
2715,1012,38
2716,1013,48
2717,1013,47
2718,1014,24
2719,1014,26
2720,1015,31
2721,1015,33
2722,1016,36
2723,1016,34
2724,1016,35
2725,1017,47
2726,1017,48
2727,1018,37
2728,1018,38
2729,1018,39
2730,1019,40
2731,1019,41
2732,1020,29
2733,1020,27
2734,1020,28
2735,1021,34
2736,1021,36
2737,1021,35
2738,1022,48
2739,1022,47
2740,1023,27
2741,1023,29
2742,1023,28
2743,1023,30
2744,1024,12
2745,1024,11
2746,1024,14
2747,1024,13
2748,1025,27
2749,1025,29
2750,1026,9
2751,1026,10
2752,1026,7
2753,1026,6
2754,1027,10
2755,1027,6
2756,1027,7
2757,1028,38
2758,1028,39
2759,1028,37
2760,1029,48
2761,1029,47
2762,1030,21
2763,1030,22
2764,1031,30
2765,1031,28
2766,1031,29
2767,1032,44
2768,1032,43
2769,1033,30
2770,1033,28
2771,1034,17
2772,1034,15
2773,1034,16
2774,1034,18
2775,1035,29
2776,1035,28
2777,1035,27
2778,1035,30
2779,1036,18
2780,1036,17
2781,1037,38
2782,1037,39
2783,1038,16
2784,1038,17
2785,1038,18
2786,1039,13
2787,1039,14
2788,1039,12
2789,1040,43
2790,1040,44
2791,1041,37
2792,1041,39
2793,1041,38
2794,1042,45
2795,1043,29
2796,1043,27
2797,1043,28
2798,1043,30
2799,1044,46
2800,1045,20
2801,1045,19
2802,1045,22
2803,1046,21
2804,1046,22
2805,1047,27
2806,1047,30
2807,1047,29
2808,1047,28
2809,1048,43
2810,1048,44
2811,1049,48
2812,1049,47
2813,1050,37
2814,1050,39
2815,1050,38
2816,1051,20
2817,1051,21
2818,1051,22
2819,1051,19
2820,1052,25
2821,1052,23
2822,1052,24
2823,1053,42
2824,1053,41
2825,1053,40
2826,1054,15
2827,1054,17
2828,1054,16
2829,1054,18
2830,1055,11
2831,1055,13
2832,1055,12
2833,1056,27
2834,1056,30
2835,1056,29
2836,1057,47
2837,1057,48
2838,1058,16
2839,1058,17
2840,1058,18
2841,1058,15
2842,1059,38
2843,1059,37
2844,1059,39
2845,1060,15
2846,1060,17
2847,1061,13
2848,1061,11
2849,1061,12
2850,1062,30
2851,1062,27
2852,1063,19
2853,1063,22
2854,1064,7
2855,1064,10
2856,1065,48
2857,1065,47
2858,1066,12
2859,1066,14
2860,1067,26
2861,1067,25
2862,1067,23
2863,1068,39
2864,1068,37
2865,1068,38
2866,1069,46
2867,1070,40
2868,1070,41
2869,1071,28
2870,1071,27
2871,1071,30
2872,1071,29
2873,1072,28
2874,1072,27
2875,1072,29
2876,1072,30
2877,1073,15
2878,1073,17
2879,1073,18
2880,1074,13
2881,1074,11
2882,1074,12
2883,1075,25
2884,1075,24
2885,1076,45
2886,1077,48
2887,1077,47
2888,1078,26
2889,1078,24
2890,1078,25
2891,1078,23
2892,1079,47
2893,1079,48
2894,1080,36
2895,1080,34
2896,1080,35
2897,1081,37
2898,1081,39
2899,1081,38
2900,1082,26
2901,1082,23
2902,1083,25
2903,1083,26
2904,1083,23
2905,1084,33
2906,1084,32
2907,1084,31
2908,1085,42
2909,1085,41
2910,1086,18
2911,1086,15
2912,1086,17
2913,1086,16
2914,1087,32
2915,1087,31
2916,1087,33
2917,1088,48
2918,1088,47
2919,1089,32
2920,1089,31
2921,1089,33
2922,1090,37
2923,1090,38
2924,1090,39
2925,1091,22
2926,1091,21
2927,1091,19
2928,1091,20
2929,1092,33
2930,1092,31
2931,1093,10
2932,1093,9
2933,1093,8
2934,1093,6
2935,1094,45
2936,1095,12
2937,1095,14
2938,1095,13
2939,1096,31
2940,1096,32
2941,1096,33
2942,1097,28
2943,1097,29
2944,1097,27
2945,1097,30
2946,1098,17
2947,1098,16
2948,1099,45
2949,1100,7
2950,1100,8
2951,1100,6
2952,1100,9
2953,1101,26
2954,1101,24
2955,1101,23
2956,1102,4
2957,1102,3
2958,1102,2
2959,1103,4
2960,1103,3
2961,1103,1
2962,1103,5
2963,1104,21
2964,1104,20
2965,1105,31
2966,1105,32
2967,1106,36
2968,1106,35
2969,1106,34
2970,1107,38
2971,1107,39
2972,1107,37
2973,1108,19
2974,1108,21
2975,1108,22
2976,1109,11
2977,1109,12
2978,1109,14
2979,1110,48
2980,1110,47
2981,1111,9
2982,1111,10
2983,1111,8
2984,1111,6
2985,1112,16
2986,1112,15
2987,1112,17
2988,1113,41
2989,1113,42
2990,1113,40
2991,1114,44
2992,1114,43
2993,1115,17
2994,1115,15
2995,1116,8
2996,1116,10
2997,1116,9
2998,1116,7
2999,1117,33
3000,1117,31
3001,1117,32
3002,1118,25
3003,1118,23
3004,1119,21
3005,1119,19
3006,1119,20
3007,1120,10
3008,1120,9
3009,1120,8
3010,1121,38
3011,1121,39
3012,1121,37
3013,1122,28
3014,1122,30
3015,1122,29
3016,1123,39
3017,1123,37
3018,1123,38
3019,1124,26
3020,1124,23
3021,1124,25
3022,1124,24
3023,1125,10
3024,1125,9
3025,1125,7
3026,1125,8
3027,1126,44
3028,1126,43
3029,1127,17
3030,1127,15
3031,1128,43
3032,1128,44
3033,1129,18
3034,1129,16
3035,1129,17
3036,1129,15
3037,1130,29
3038,1130,28
3039,1130,27
3040,1130,30
3041,1131,8
3042,1131,10
3043,1132,46
3044,1133,32
3045,1133,33
3046,1134,27
3047,1134,29
3048,1134,30
3049,1135,32
3050,1135,33
3051,1136,27
3052,1136,29
3053,1136,28
3054,1137,7
3055,1137,8
3056,1137,10
3057,1138,29
3058,1138,28
3059,1138,27
3060,1138,30
3061,1139,5
3062,1139,3
3063,1139,1
3064,1140,44
3065,1140,43
3066,1141,1
3067,1141,4
3068,1141,5
3069,1141,2
3070,1142,31
3071,1142,32
3072,1142,33
3073,1143,42
3074,1143,40
3075,1143,41
3076,1144,31
3077,1144,33
3078,1144,32
3079,1145,18
3080,1145,17
3081,1146,39
3082,1146,38
3083,1146,37
3084,1147,15
3085,1147,18
3086,1148,43
3087,1148,44
3088,1149,42
3089,1149,41
3090,1149,40
3091,1150,31
3092,1150,32
3093,1150,33
3094,1151,27
3095,1151,28
3096,1151,30
3097,1151,29
3098,1152,47
3099,1152,48
3100,1153,16
3101,1153,17
3102,1153,15
3103,1154,9
3104,1154,8
3105,1154,7
3106,1155,36
3107,1155,34
3108,1155,35
3109,1156,11
3110,1156,13
3111,1156,14
3112,1156,12
3113,1157,28
3114,1157,27
3115,1157,30
3116,1158,34
3117,1158,35
3118,1159,8
3119,1159,6
3120,1160,16
3121,1160,17
3122,1160,15
3123,1161,11
3124,1161,14
3125,1161,12
3126,1161,13
3127,1162,29
3128,1162,30
3129,1163,28
3130,1163,27
3131,1163,30
3132,1164,6
3133,1164,9
3134,1165,20
3135,1165,22
3136,1165,21
3137,1165,19
3138,1166,39
3139,1166,37
3140,1166,38
3141,1167,33
3142,1167,31
3143,1167,32
3144,1168,41
3145,1168,40
3146,1169,24
3147,1169,26
3148,1170,27
3149,1170,28
3150,1171,33
3151,1171,31
3152,1172,18
3153,1172,15
3154,1173,19
3155,1173,22
3156,1173,21
3157,1173,20
3158,1174,21
3159,1174,20
3160,1174,22
3161,1174,19
3162,1175,16
3163,1175,15
3164,1176,36
3165,1176,34
3166,1177,12
3167,1177,11
3168,1178,12
3169,1178,13
3170,1179,26
3171,1179,25
3172,1179,23
3173,1180,38
3174,1180,39
3175,1180,37
3176,1181,29
3177,1181,27
3178,1182,41
3179,1182,40
3180,1182,42
3181,1183,31
3182,1183,33
3183,1184,30
3184,1184,27
3185,1185,26
3186,1185,24
3187,1185,25
3188,1185,23
3189,1186,17
3190,1186,18
3191,1186,15
3192,1186,16
3193,1187,46
3194,1188,28
3195,1188,30
3196,1188,29
3197,1189,44
3198,1189,43
3199,1190,21
3200,1190,22
3201,1190,19
3202,1190,20
3203,1191,44
3204,1191,43
3205,1192,38
3206,1192,37
3207,1192,39
3208,1193,6
3209,1193,10
3210,1194,12
3211,1194,14
3212,1194,13
3213,1195,46
3214,1196,30
3215,1196,27
3216,1196,29
3217,1197,11
3218,1197,12
3219,1198,9
3220,1198,6
3221,1198,7
3222,1199,18
3223,1199,15
3224,1199,16
3225,1199,17
3226,1200,40
3227,1200,41
3228,1201,31
3229,1201,32
3230,1202,29
3231,1202,27
3232,1202,28
3233,1203,6
3234,1203,10
3235,1204,46
3236,1205,27
3237,1205,28
3238,1206,32
3239,1206,33
3240,1207,37
3241,1207,38
3242,1207,39
3243,1208,38
3244,1208,37
3245,1208,39
3246,1209,30
3247,1209,27
3248,1209,28
3249,1209,29
3250,1210,35
3251,1210,34
3252,1210,36
3253,1211,16
3254,1211,18
3255,1211,17
3256,1212,37
3257,1212,38
3258,1212,39
3259,1213,11
3260,1213,14
3261,1213,13
3262,1214,29
3263,1214,27
3264,1215,38
3265,1215,39
3266,1216,43
3267,1216,44
3268,1217,26
3269,1217,23
3270,1217,24
3271,1217,25
3272,1218,45
3273,1219,30
3274,1219,28
3275,1219,27
3276,1220,23
3277,1220,25
3278,1221,28
3279,1221,27
3280,1222,43
3281,1222,44
3282,1223,24
3283,1223,26
3284,1223,25
3285,1223,23
3286,1224,25
3287,1224,26
3288,1224,24
3289,1225,20
3290,1225,19
3291,1225,21
3292,1225,22
3293,1226,14
3294,1226,13
3295,1226,12
3296,1227,25
3297,1227,24
3298,1227,23
3299,1227,26
3300,1228,22
3301,1228,19
3302,1228,21
3303,1229,30
3304,1229,29
3305,1229,28
3306,1230,10
3307,1230,8
3308,1230,6
3309,1230,9
3310,1231,37
3311,1231,39
3312,1231,38
3313,1232,1
3314,1232,3
3315,1233,37
3316,1233,39
3317,1234,16
3318,1234,18
3319,1235,32
3320,1235,33
3321,1236,24
3322,1236,23
3323,1236,26
3324,1237,30
3325,1237,27
3326,1237,29
3327,1238,21
3328,1238,22
3329,1239,32
3330,1239,31
3331,1239,33
3332,1240,46
3333,1241,24
3334,1241,26
3335,1241,25
3336,1242,36
3337,1242,34
3338,1242,35
3339,1243,39
3340,1243,38
3341,1244,45
3342,1245,25
3343,1245,26
3344,1246,26
3345,1246,25
3346,1247,45
3347,1248,5
3348,1248,4
3349,1248,2
3350,1248,1
3351,1249,11
3352,1249,13
3353,1249,14
3354,1250,20
3355,1250,22
3356,1251,39
3357,1251,37
3358,1252,17
3359,1252,16
3360,1252,15
3361,1253,24
3362,1253,25
3363,1253,26
3364,1254,6
3365,1254,9
3366,1254,7
3367,1254,10
3368,1255,9
3369,1255,7
3370,1256,26
3371,1256,23
3372,1257,40
3373,1257,41
3374,1257,42
3375,1258,15
3376,1258,16
3377,1258,18
3378,1258,17
3379,1259,38
3380,1259,37
3381,1259,39
3382,1260,37
3383,1260,38
3384,1260,39
3385,1261,46
3386,1262,29
3387,1262,30
3388,1262,28
3389,1262,27
3390,1263,44
3391,1263,43
3392,1264,21
3393,1264,20
3394,1264,22
3395,1265,17
3396,1265,16
3397,1266,34
3398,1266,36
3399,1266,35
3400,1267,7
3401,1267,9
3402,1267,8
3403,1267,6
3404,1268,18
3405,1268,17
3406,1268,15
3407,1269,28
3408,1269,30
3409,1270,1
3410,1270,5
3411,1271,28
3412,1271,30
3413,1271,29
3414,1272,26
3415,1272,25
3416,1273,27
3417,1273,30
3418,1273,28
3419,1273,29
3420,1274,12
3421,1274,13
3422,1274,11
3423,1275,33
3424,1275,32
3425,1276,28
3426,1276,27
3427,1276,30
3428,1277,28
3429,1277,30
3430,1278,26
3431,1278,23
3432,1278,24
3433,1278,25
3434,1279,27
3435,1279,29
3436,1279,28
3437,1280,30
3438,1280,29
3439,1281,39
3440,1281,37
3441,1281,38
3442,1282,27
3443,1282,29
3444,1282,28
3445,1282,30
3446,1283,7
3447,1283,8
3448,1283,10
3449,1283,6
3450,1284,27
3451,1284,28
3452,1284,30
3453,1285,1
3454,1285,4
3455,1286,9
3456,1286,7
3457,1286,8
3458,1286,6
3459,1287,31
3460,1287,33
3461,1287,32
3462,1288,25
3463,1288,24
3464,1288,23
3465,1289,2
3466,1289,5
3467,1289,3
3468,1290,24
3469,1290,26
3470,1291,26
3471,1291,24
3472,1291,23
3473,1291,25
3474,1292,25
3475,1292,26
3476,1292,23
3477,1292,24
3478,1293,46
3479,1294,8
3480,1294,10
3481,1294,9
3482,1295,16
3483,1295,17
3484,1295,15
3485,1296,24
3486,1296,23
3487,1296,25
3488,1297,44
3489,1297,43
3490,1298,10
3491,1298,7
3492,1298,9
3493,1298,6
3494,1299,11
3495,1299,13
3496,1299,14
3497,1300,22
3498,1300,19
3499,1300,21
3500,1300,20
3501,1301,46
3502,1302,39
3503,1302,37
3504,1302,38
3505,1303,38
3506,1303,39
3507,1303,37
3508,1304,43
3509,1304,44
3510,1305,48
3511,1305,47
3512,1306,6
3513,1306,9
3514,1307,38
3515,1307,37
3516,1308,30
3517,1308,29
3518,1308,28
3519,1309,28
3520,1309,30
3521,1310,44
3522,1310,43
3523,1311,24
3524,1311,26
3525,1312,13
3526,1312,12
3527,1312,14
3528,1312,11
3529,1313,24
3530,1313,23
3531,1313,25
3532,1313,26
3533,1314,24
3534,1314,26
3535,1314,25
3536,1314,23
3537,1315,17
3538,1315,16
3539,1316,9
3540,1316,8
3541,1317,24
3542,1317,25
3543,1318,26
3544,1318,23
3545,1318,25
3546,1318,24
3547,1319,9
3548,1319,7
3549,1319,8
3550,1319,10
3551,1320,48
3552,1320,47
3553,1321,30
3554,1321,27
3555,1321,29
3556,1321,28
3557,1322,38
3558,1322,39
3559,1322,37
3560,1323,34
3561,1323,36
3562,1323,35
3563,1324,28
3564,1324,29
3565,1325,19
3566,1325,20
3567,1325,21
3568,1325,22
3569,1326,11
3570,1326,13
3571,1327,23
3572,1327,24
3573,1328,30
3574,1328,29
3575,1329,45
3576,1330,46
3577,1331,7
3578,1331,9
3579,1331,6
3580,1331,10
3581,1332,30
3582,1332,27
3583,1333,39
3584,1333,38
3585,1333,37
3586,1334,23
3587,1334,25
3588,1334,26
3589,1334,24
3590,1335,16
3591,1335,18
3592,1335,17
3593,1335,15
3594,1336,16
3595,1336,18
3596,1337,28
3597,1337,27
3598,1337,30
3599,1337,29
3600,1338,45
3601,1339,26
3602,1339,25
3603,1339,23
3604,1340,16
3605,1340,17
3606,1340,15
3607,1341,47
3608,1341,48
3609,1342,46
3610,1343,43
3611,1343,44
3612,1344,13
3613,1344,12
3614,1344,14
3615,1345,44
3616,1345,43
3617,1346,20
3618,1346,22
3619,1346,19
3620,1346,21
3621,1347,13
3622,1347,12
3623,1348,18
3624,1348,17
3625,1348,16
3626,1348,15
3627,1349,16
3628,1349,15
3629,1349,17
3630,1350,32
3631,1350,31
3632,1351,30
3633,1351,29
3634,1351,28
3635,1352,11
3636,1352,12
3637,1352,13
3638,1353,6
3639,1353,8
3640,1353,9
3641,1353,10
3642,1354,47
3643,1354,48
3644,1355,27
3645,1355,30
3646,1355,28
3647,1355,29
3648,1356,36
3649,1356,34
3650,1357,35
3651,1357,36
3652,1357,34
3653,1358,23
3654,1358,24
3655,1358,26
3656,1359,17
3657,1359,18
3658,1359,15
3659,1360,6
3660,1360,9
3661,1360,8
3662,1361,44
3663,1361,43
3664,1362,43
3665,1362,44
3666,1363,41
3667,1363,42
3668,1364,44
3669,1364,43
3670,1365,24
3671,1365,25
3672,1366,37
3673,1366,39
3674,1366,38
3675,1367,31
3676,1367,33
3677,1368,33
3678,1368,32
3679,1368,31
3680,1369,31
3681,1369,32
3682,1369,33
3683,1370,28
3684,1370,30
3685,1370,29
3686,1371,4
3687,1371,2
3688,1371,1
3689,1371,5
3690,1372,18
3691,1372,16
3692,1373,19
3693,1373,21
3694,1374,46
3695,1375,44
3696,1375,43
3697,1376,17
3698,1376,16
3699,1377,44
3700,1377,43
3701,1378,40
3702,1378,42
3703,1378,41
3704,1379,18
3705,1379,15
3706,1379,16
3707,1379,17
3708,1380,29
3709,1380,27
3710,1380,30
3711,1381,8
3712,1381,6
3713,1382,22
3714,1382,20
3715,1383,41
3716,1383,40
3717,1383,42
3718,1384,38
3719,1384,37
3720,1384,39
3721,1385,25
3722,1385,26
3723,1386,44
3724,1386,43
3725,1387,17
3726,1387,18
3727,1387,15
3728,1388,31
3729,1388,32
3730,1388,33
3731,1389,25
3732,1389,26
3733,1389,24
3734,1390,19
3735,1390,22
3736,1390,21
3737,1391,45
3738,1392,12
3739,1392,14
3740,1392,13
3741,1392,11
3742,1393,15
3743,1393,17
3744,1394,10
3745,1394,7
3746,1394,6
3747,1395,14
3748,1395,13
3749,1396,30
3750,1396,29
3751,1396,27
3752,1397,42
3753,1397,41
3754,1398,15
3755,1398,17
3756,1398,18
3757,1398,16
3758,1399,29
3759,1399,28
3760,1399,30
3761,1400,24
3762,1400,26
3763,1400,23
3764,1400,25
3765,1401,33
3766,1401,32
3767,1401,31
3768,1402,18
3769,1402,17
3770,1402,15
3771,1403,40
3772,1403,41
3773,1403,42
3774,1404,46
3775,1405,30
3776,1405,28
3777,1405,27
3778,1406,40
3779,1406,41
3780,1407,27
3781,1407,29
3782,1407,28
3783,1407,30
3784,1408,15
3785,1408,16
3786,1408,18
3787,1408,17
3788,1409,16
3789,1409,18
3790,1409,17
3791,1409,15
3792,1410,21
3793,1410,20
3794,1410,22
3795,1410,19
3796,1411,30
3797,1411,28
3798,1412,26
3799,1412,25
3800,1412,24
3801,1413,9
3802,1413,10
3803,1414,46
3804,1415,37
3805,1415,39
3806,1416,29
3807,1416,30
3808,1416,27
3809,1417,40
3810,1417,42
3811,1418,14
3812,1418,13
3813,1418,11
3814,1419,45
3815,1420,29
3816,1420,28
3817,1420,27
3818,1420,30
3819,1421,46
3820,1422,32
3821,1422,31
3822,1422,33
3823,1423,10
3824,1423,8
3825,1423,9
3826,1424,10
3827,1424,7
3828,1425,23
3829,1425,24
3830,1425,25
3831,1426,30
3832,1426,28
3833,1426,29
3834,1427,29
3835,1427,30
3836,1427,28
3837,1427,27
3838,1428,23
3839,1428,26
3840,1428,24
3841,1428,25
3842,1429,27
3843,1429,28
3844,1429,30
3845,1430,13
3846,1430,14
3847,1430,11
3848,1430,12
3849,1431,27
3850,1431,30
3851,1431,29
3852,1432,3
3853,1432,5
3854,1432,2
3855,1432,4
3856,1433,45
3857,1434,45
3858,1435,16
3859,1435,17
3860,1435,15
3861,1435,18
3862,1436,6
3863,1436,9
3864,1436,10
3865,1437,24
3866,1437,25
3867,1437,23
3868,1438,28
3869,1438,30
3870,1439,27
3871,1439,30
3872,1440,30
3873,1440,29
3874,1440,28
3875,1440,27
3876,1441,24
3877,1441,26
3878,1441,25
3879,1442,29
3880,1442,28
3881,1443,22
3882,1443,19
3883,1444,46
3884,1445,10
3885,1445,7
3886,1445,8
3887,1446,43
3888,1446,44
3889,1447,39
3890,1447,37
3891,1447,38
3892,1448,28
3893,1448,29
3894,1448,27
3895,1449,38
3896,1449,39
3897,1450,1
3898,1450,4
3899,1451,22
3900,1451,21
3901,1451,19
3902,1452,28
3903,1452,30
3904,1452,27
3905,1452,29
3906,1453,22
3907,1453,19
3908,1453,20
3909,1453,21
3910,1454,15
3911,1454,18
3912,1454,17
3913,1454,16
3914,1455,21
3915,1455,20
3916,1455,22
3917,1455,19
3918,1456,7
3919,1456,10
3920,1457,39
3921,1457,38
3922,1457,37
3923,1458,16
3924,1458,18
3925,1459,25
3926,1459,23
3927,1459,26
3928,1460,48
3929,1460,47
3930,1461,26
3931,1461,25
3932,1461,24
3933,1461,23
3934,1462,29
3935,1462,28
3936,1462,30
3937,1463,39
3938,1463,37
3939,1463,38
3940,1464,33
3941,1464,32
3942,1464,31
3943,1465,9
3944,1465,10
3945,1465,6
3946,1466,17
3947,1466,16
3948,1466,18
3949,1466,15
3950,1467,43
3951,1467,44
3952,1468,41
3953,1468,40
3954,1469,42
