job_id,employer_id,title,description,budget,status,location_id,posted_at
414,278,Need Driver,Looking for an experienced driver to provide driving services.,8245,Completed,363,2025-10-05
415,330,Need Switch Repair,Looking for an experienced switch repair to provide electrical services.,1607,Completed,503,2025-02-13
416,40,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,3893,Open,650,2025-04-10
417,158,Need Mason,Looking for an experienced mason to provide construction services.,8228,Open,680,2025-08-22
418,485,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,2479,Open,408,2025-09-20
419,493,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,7671,Open,667,2025-05-09
420,268,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,8829,Completed,130,2025-06-14
421,461,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,5107,Cancelled,755,2025-01-24
422,210,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,9173,Open,224,2025-07-23
423,380,Need Catering,Looking for an experienced catering to provide cooking services.,1497,Completed,481,2025-01-27
424,396,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,8884,Cancelled,639,2025-01-26
425,399,Need Brick Work,Looking for an experienced brick work to provide construction services.,820,Open,259,2025-12-15
426,191,Need Brick Work,Looking for an experienced brick work to provide construction services.,5962,Open,282,2025-06-24
427,191,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,5983,Open,641,2025-08-21
428,334,Need Painter,Looking for an experienced painter to provide painting services.,8731,Completed,479,2025-07-04
429,237,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,6751,Open,400,2025-06-23
430,480,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,3858,Completed,523,2025-10-26
431,73,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,2199,Completed,271,2025-10-02
432,182,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,8469,Completed,444,2025-11-09
433,128,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,9898,Assigned,666,2025-07-09
434,158,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,7260,Assigned,482,2025-05-31
435,187,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,9086,Open,102,2025-05-27
436,423,Need Painter,Looking for an experienced painter to provide painting services.,7790,Open,269,2025-06-14
437,122,Need Gardener,Looking for an experienced gardener to provide gardening services.,6893,Completed,711,2025-02-17
438,442,Need Plumber,Looking for an experienced plumber to provide plumbing services.,7021,Assigned,433,2025-08-21
439,50,Need Brick Work,Looking for an experienced brick work to provide construction services.,3951,Completed,399,2025-02-24
440,467,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,1110,Completed,356,2025-02-16
441,391,Need Movers,Looking for an experienced movers to provide moving services services.,4631,Open,336,2025-10-18
442,290,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,2917,Open,254,2025-11-14
443,386,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,9904,Assigned,739,2025-03-28
444,25,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,1333,Completed,139,2025-08-11
445,257,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,1881,Assigned,460,2025-11-10
446,84,Need Cook,Looking for an experienced cook to provide cooking services.,9561,Completed,70,2025-01-14
447,320,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,8085,Open,431,2025-10-10
448,24,Need Gardener,Looking for an experienced gardener to provide gardening services.,4860,Completed,608,2025-05-06
449,276,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,3364,Completed,736,2025-03-20
450,428,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,8299,Completed,328,2025-05-20
451,292,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,8493,Completed,403,2025-05-25
452,89,Need Switch Repair,Looking for an experienced switch repair to provide electrical services.,6533,Open,751,2025-04-23
453,442,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,2889,Open,756,2025-01-14
454,171,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,3787,Assigned,133,2025-05-07
455,292,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,9457,Open,389,2025-05-22
456,7,Need Alteration,Looking for an experienced alteration to provide tailoring services.,5594,Completed,172,2025-01-05
457,344,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,6861,Assigned,444,2025-09-14
458,23,Need Alteration,Looking for an experienced alteration to provide tailoring services.,8119,Assigned,533,2025-03-19
459,66,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,8697,Completed,701,2025-02-19
460,176,Need Plumber,Looking for an experienced plumber to provide plumbing services.,7479,Completed,272,2025-12-22
461,12,Need Plumber,Looking for an experienced plumber to provide plumbing services.,6631,Open,273,2025-02-21
462,154,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,4544,Assigned,540,2025-08-23
463,475,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,1633,Open,643,2025-03-10
464,389,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,3508,Open,254,2025-12-11
465,134,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,3452,Open,189,2025-01-13
466,140,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,1416,Assigned,269,2025-11-14
467,17,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,9037,Completed,666,2025-02-02
468,232,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,4139,Completed,715,2025-05-17
469,16,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,5786,Completed,483,2025-06-02
470,2,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,7287,Open,457,2025-04-29
471,312,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,9225,Assigned,125,2025-02-14
472,285,Need Plumber,Looking for an experienced plumber to provide plumbing services.,8431,Completed,164,2025-07-02
473,119,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,9740,Assigned,392,2025-12-24
474,375,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,8313,Assigned,436,2025-10-12
475,359,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,7836,Open,335,2025-03-06
476,400,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,8265,Open,94,2025-03-02
477,80,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,3785,Completed,325,2025-11-12
478,374,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,5491,Completed,127,2025-08-12
479,85,Need Painter,Looking for an experienced painter to provide painting services.,8994,Assigned,387,2025-04-04
480,439,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,7004,Cancelled,340,2025-08-31
481,467,Need Movers,Looking for an experienced movers to provide moving services services.,1179,Assigned,94,2025-04-11
482,155,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,9643,Completed,175,2025-06-26
483,269,Need Catering,Looking for an experienced catering to provide cooking services.,3049,Open,86,2025-10-25
484,447,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,8649,Open,535,2025-04-13
485,359,Need Brick Work,Looking for an experienced brick work to provide construction services.,7504,Completed,168,2025-01-14
486,77,Need Cook,Looking for an experienced cook to provide cooking services.,9496,Open,158,2025-03-12
487,453,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,8952,Open,693,2025-08-31
488,86,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,6883,Open,602,2025-09-25
489,283,Need Beautician,Looking for an experienced beautician to provide beauty services.,869,Open,538,2025-05-05
490,26,Need Alteration,Looking for an experienced alteration to provide tailoring services.,766,Completed,306,2025-01-08
491,2,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,7867,Cancelled,602,2025-05-10
492,65,Need Beautician,Looking for an experienced beautician to provide beauty services.,2175,Completed,34,2025-06-18
493,297,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,8995,Completed,517,2025-09-23
494,19,Need Security Guard,Looking for an experienced security guard to provide security services.,5754,Completed,732,2025-06-19
495,490,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,5788,Open,230,2025-11-10
496,142,Need Security Guard,Looking for an experienced security guard to provide security services.,1052,Assigned,660,2025-11-14
497,356,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,2127,Completed,503,2025-04-21
498,363,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,574,Open,668,2025-10-27
499,480,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,5567,Cancelled,432,2025-06-04
500,500,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,8438,Cancelled,223,2025-09-06
501,5,Need Gardener,Looking for an experienced gardener to provide gardening services.,9232,Open,749,2025-03-10
502,361,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,6643,Open,590,2025-04-01
503,318,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,5793,Open,402,2025-05-31
504,363,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,2167,Open,412,2025-04-05
505,490,Need Beautician,Looking for an experienced beautician to provide beauty services.,5188,Completed,399,2025-02-14
506,32,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,4354,Completed,94,2025-10-21
507,445,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,2221,Assigned,69,2025-10-16
508,206,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,4086,Open,55,2025-12-29
509,435,Need Catering,Looking for an experienced catering to provide cooking services.,5945,Open,743,2025-10-14
510,242,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,8191,Assigned,161,2025-07-08
511,243,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,3186,Open,536,2025-06-23
512,453,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,7684,Completed,774,2025-09-24
513,463,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,4794,Open,644,2025-07-19
514,308,Need Packers,Looking for an experienced packers to provide moving services services.,4860,Assigned,657,2025-03-11
515,481,Need Driver,Looking for an experienced driver to provide driving services.,8011,Open,548,2025-09-18
516,370,Need Light Installation,Looking for an experienced light installation to provide electrical services.,1916,Completed,754,2025-10-07
517,333,Need Painter,Looking for an experienced painter to provide painting services.,1231,Completed,504,2025-08-13
518,28,Need Painter,Looking for an experienced painter to provide painting services.,3131,Completed,108,2025-04-09
519,317,Need Security Guard,Looking for an experienced security guard to provide security services.,2767,Assigned,616,2025-08-30
520,409,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,645,Completed,214,2025-01-15
521,103,Need Light Installation,Looking for an experienced light installation to provide electrical services.,7419,Assigned,462,2025-04-08
522,106,Need Tailor,Looking for an experienced tailor to provide tailoring services.,4779,Open,767,2025-02-09
523,183,Need Driver,Looking for an experienced driver to provide driving services.,7091,Open,406,2025-09-21
524,323,Need Plumber,Looking for an experienced plumber to provide plumbing services.,789,Completed,262,2025-06-13
525,183,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,7866,Completed,770,2025-01-05
526,97,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,6270,Open,8,2025-10-19
527,410,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,974,Open,129,2025-11-17
528,188,Need Plumber,Looking for an experienced plumber to provide plumbing services.,7677,Completed,244,2025-07-24
529,4,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,6444,Open,748,2025-01-10
530,273,Need Catering,Looking for an experienced catering to provide cooking services.,940,Completed,593,2025-08-25
531,74,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,1705,Completed,30,2025-11-02
532,215,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,1683,Assigned,609,2025-07-20
533,91,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,6626,Completed,789,2025-04-18
534,130,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,6363,Completed,732,2025-12-20
535,272,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,2551,Completed,346,2025-04-01
536,472,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,5895,Assigned,32,2025-08-30
537,280,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,5374,Completed,443,2025-10-25
538,423,Need Electrician,Looking for an experienced electrician to provide electrical services.,6799,Open,120,2025-04-08
539,162,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,3647,Assigned,382,2025-07-31
540,279,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,8350,Assigned,284,2025-08-20
541,296,Need Beautician,Looking for an experienced beautician to provide beauty services.,9827,Cancelled,742,2025-11-22
542,152,Need Gardener,Looking for an experienced gardener to provide gardening services.,2589,Open,564,2025-04-27
543,379,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,1291,Open,297,2025-05-14
544,166,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,1978,Assigned,416,2025-09-12
545,426,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,2880,Open,210,2025-02-24
546,179,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,4412,Open,749,2025-09-26
547,169,Need Catering,Looking for an experienced catering to provide cooking services.,3741,Completed,184,2025-10-23
548,252,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,527,Open,147,2025-05-16
549,96,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,3785,Completed,142,2025-05-21
550,170,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,1122,Cancelled,388,2025-10-08
551,459,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,3147,Open,39,2025-03-12
552,216,Need Security Guard,Looking for an experienced security guard to provide security services.,9934,Completed,554,2025-08-25
553,296,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,3794,Completed,604,2025-03-05
554,123,Need Movers,Looking for an experienced movers to provide moving services services.,4316,Open,146,2025-08-28
555,34,Need Movers,Looking for an experienced movers to provide moving services services.,8280,Open,438,2025-12-22
556,351,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,7596,Completed,508,2025-08-06
557,313,Need Alteration,Looking for an experienced alteration to provide tailoring services.,4055,Open,643,2025-09-04
558,146,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,8016,Open,492,2025-02-12
559,172,Need Driver,Looking for an experienced driver to provide driving services.,7461,Assigned,684,2025-10-25
560,467,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,5222,Open,29,2025-02-27
561,2,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,9998,Open,259,2025-10-28
562,245,Need Painter,Looking for an experienced painter to provide painting services.,8809,Completed,573,2025-09-17
563,44,Need Movers,Looking for an experienced movers to provide moving services services.,5540,Completed,401,2026-01-01
564,159,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,2534,Completed,344,2025-07-19
565,59,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,2588,Open,567,2025-12-09
566,287,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,1849,Open,438,2025-08-09
567,58,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,3159,Completed,175,2025-05-01
568,267,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,8084,Open,429,2025-09-01
569,72,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,3967,Completed,582,2025-12-01
570,63,Need Driver,Looking for an experienced driver to provide driving services.,735,Cancelled,746,2025-07-29
571,367,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,1147,Completed,284,2025-09-14
572,145,Need Cook,Looking for an experienced cook to provide cooking services.,5223,Assigned,98,2025-12-23
573,363,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,5241,Open,176,2025-06-10
574,407,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,6772,Assigned,508,2025-02-06
575,191,Need Catering,Looking for an experienced catering to provide cooking services.,619,Completed,218,2025-12-29
576,80,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,3413,Assigned,705,2025-11-12
577,139,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,678,Completed,63,2025-04-08
578,457,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,7885,Open,465,2025-06-24
579,308,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,2614,Completed,116,2025-05-30
580,284,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,4890,Completed,695,2025-10-05
581,482,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,3107,Completed,196,2025-10-15
582,326,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,8418,Open,575,2025-12-05
583,375,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,9372,Assigned,169,2025-12-30
584,419,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,9474,Open,511,2025-06-29
585,438,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,1871,Assigned,317,2025-07-19
586,335,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,8542,Open,364,2025-04-21
587,59,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,4134,Completed,197,2025-02-07
588,459,Need Cook,Looking for an experienced cook to provide cooking services.,2041,Open,348,2025-07-16
589,458,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,7995,Open,484,2025-12-04
590,26,Need Light Installation,Looking for an experienced light installation to provide electrical services.,3445,Completed,134,2025-06-01
591,274,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,4233,Open,712,2025-10-10
592,335,Need Plumber,Looking for an experienced plumber to provide plumbing services.,4126,Open,416,2025-11-04
593,156,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,7865,Completed,532,2025-02-08
594,395,Need Mason,Looking for an experienced mason to provide construction services.,8654,Open,207,2025-07-23
595,96,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,9891,Open,747,2025-02-19
596,4,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,6193,Assigned,311,2025-03-24
597,197,Need Light Installation,Looking for an experienced light installation to provide electrical services.,8502,Open,182,2025-07-31
598,480,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,7185,Open,501,2025-03-14
599,12,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,9544,Open,584,2025-12-07
600,10,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,862,Open,7,2025-02-13
601,434,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,8783,Completed,393,2025-10-06
602,32,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,1160,Completed,369,2025-10-31
603,153,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,3418,Open,476,2025-09-12
604,457,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,2634,Assigned,27,2025-01-01
605,411,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,654,Open,649,2025-04-18
606,169,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,4801,Completed,175,2025-10-17
607,298,Need Driver,Looking for an experienced driver to provide driving services.,3752,Assigned,643,2025-03-18
608,384,Need Electrician,Looking for an experienced electrician to provide electrical services.,8257,Completed,457,2025-09-10
609,337,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,1949,Cancelled,325,2025-05-09
610,247,Need Movers,Looking for an experienced movers to provide moving services services.,1782,Completed,166,2025-08-05
611,18,Need Catering,Looking for an experienced catering to provide cooking services.,5088,Completed,689,2025-03-08
612,489,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,8397,Completed,307,2025-06-24
613,430,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,2520,Open,618,2025-01-30
614,102,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,4294,Assigned,308,2025-05-13
615,423,Need Security Guard,Looking for an experienced security guard to provide security services.,9007,Assigned,749,2025-11-20
616,43,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,3275,Assigned,332,2025-12-16
617,165,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,5529,Completed,301,2025-08-01
618,404,Need Tailor,Looking for an experienced tailor to provide tailoring services.,1147,Assigned,95,2025-12-01
619,109,Need Tailor,Looking for an experienced tailor to provide tailoring services.,5617,Completed,546,2025-01-26
620,99,Need Movers,Looking for an experienced movers to provide moving services services.,4381,Completed,713,2025-07-24
621,139,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,4769,Open,737,2025-05-25
622,335,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,7090,Open,687,2025-11-01
623,226,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,3516,Completed,147,2025-07-22
624,390,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,7516,Open,559,2025-02-11
625,479,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,5567,Open,489,2025-10-06
626,167,Need Security Guard,Looking for an experienced security guard to provide security services.,969,Assigned,486,2025-07-23
627,10,Need Plumber,Looking for an experienced plumber to provide plumbing services.,8995,Open,215,2025-07-01
628,289,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,3852,Completed,439,2025-12-09
629,391,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,8090,Open,432,2025-01-11
630,37,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,7531,Open,606,2025-12-22
631,466,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,1200,Assigned,213,2025-02-23
632,125,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,3215,Open,15,2025-05-17
633,10,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,2570,Assigned,622,2025-02-09
634,240,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,2165,Completed,77,2025-03-26
635,216,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,8142,Cancelled,671,2025-07-09
636,112,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,9819,Open,196,2025-10-01
637,478,Need Painter,Looking for an experienced painter to provide painting services.,1923,Completed,375,2025-01-01
638,314,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,3367,Completed,83,2025-01-21
639,416,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,4466,Cancelled,603,2025-12-24
640,2,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,9284,Assigned,762,2025-08-03
641,325,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,4054,Open,82,2025-07-31
642,88,Need Alteration,Looking for an experienced alteration to provide tailoring services.,728,Completed,534,2025-04-12
643,420,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,7803,Completed,302,2025-04-02
644,119,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,2869,Completed,142,2025-03-30
645,391,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,5143,Open,442,2025-04-09
646,137,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,4783,Open,409,2025-09-14
647,265,Need Brick Work,Looking for an experienced brick work to provide construction services.,3554,Completed,149,2025-01-28
648,472,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,1592,Open,373,2025-11-16
649,253,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,3720,Assigned,400,2025-03-01
650,79,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,7923,Open,334,2025-09-18
651,391,Need Electrician,Looking for an experienced electrician to provide electrical services.,4441,Assigned,772,2025-09-15
652,14,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,8629,Open,51,2025-01-04
653,8,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,4856,Open,614,2025-04-26
654,136,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,4261,Assigned,546,2025-03-16
655,22,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,8383,Open,667,2025-07-31
656,390,Need Catering,Looking for an experienced catering to provide cooking services.,7961,Assigned,463,2025-10-05
657,418,Need Cook,Looking for an experienced cook to provide cooking services.,3314,Assigned,111,2025-01-05
658,354,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,8413,Open,678,2025-04-21
659,51,Need Beautician,Looking for an experienced beautician to provide beauty services.,1552,Cancelled,263,2025-07-19
660,238,Need Mason,Looking for an experienced mason to provide construction services.,5997,Completed,508,2025-08-01
661,420,Need Tailor,Looking for an experienced tailor to provide tailoring services.,1713,Open,668,2025-08-07
662,344,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,1148,Open,205,2025-12-10
663,210,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,4366,Open,665,2025-12-15
664,226,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,6529,Completed,622,2025-10-24
665,47,Need Driver,Looking for an experienced driver to provide driving services.,2002,Open,45,2025-02-09
666,83,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,2245,Completed,772,2025-08-24
667,386,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,2030,Open,683,2025-07-13
668,381,Need Electrician,Looking for an experienced electrician to provide electrical services.,6997,Assigned,659,2025-05-31
669,73,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,5320,Completed,133,2025-09-06
670,100,Need Movers,Looking for an experienced movers to provide moving services services.,4399,Open,479,2025-02-27
671,181,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,3105,Completed,577,2025-05-15
672,248,Need Brick Work,Looking for an experienced brick work to provide construction services.,1870,Assigned,779,2025-12-17
673,351,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,7568,Cancelled,721,2025-07-31
674,296,Need Mason,Looking for an experienced mason to provide construction services.,7733,Open,203,2025-12-10
675,158,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,3161,Completed,541,2025-09-09
676,209,Need Painter,Looking for an experienced painter to provide painting services.,3474,Open,440,2025-09-21
677,479,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,3423,Completed,680,2025-08-20
678,129,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,5011,Completed,54,2025-01-24
679,452,Need Brick Work,Looking for an experienced brick work to provide construction services.,7846,Assigned,124,2025-07-04
680,262,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,9813,Open,59,2025-09-14
681,53,Need Catering,Looking for an experienced catering to provide cooking services.,2798,Open,706,2025-07-29
682,466,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,5526,Completed,144,2025-07-22
683,341,Need Packers,Looking for an experienced packers to provide moving services services.,1638,Completed,229,2025-12-05
684,87,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,2415,Completed,631,2025-05-11
685,216,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,1790,Open,139,2025-12-04
686,206,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,1009,Completed,249,2025-05-04
687,83,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,8471,Open,113,2025-09-29
688,1,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,1247,Completed,377,2025-02-01
689,131,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,9247,Assigned,19,2025-05-25
690,293,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,4757,Assigned,202,2025-07-02
691,394,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,9965,Completed,518,2025-11-08
