worker_skill_id,worker_id,skill_id
4145,1666,20
4146,1666,21
4147,1667,48
4148,1667,47
4149,1668,7
4150,1668,9
4151,1669,46
4152,1670,14
4153,1670,13
4154,1670,12
4155,1670,11
4156,1671,18
4157,1671,15
4158,1672,10
4159,1672,8
4160,1672,9
4161,1673,33
4162,1673,32
4163,1673,31
4164,1674,26
4165,1674,23
4166,1674,24
4167,1674,25
4168,1675,27
4169,1675,28
4170,1676,7
4171,1676,10
4172,1677,36
4173,1677,35
4174,1677,34
4175,1678,48
4176,1678,47
4177,1679,12
4178,1679,13
4179,1679,14
4180,1679,11
4181,1680,24
4182,1680,26
4183,1681,41
4184,1681,42
4185,1681,40
4186,1682,19
4187,1682,22
4188,1682,21
4189,1682,20
4190,1683,41
4191,1683,40
4192,1684,30
4193,1684,28
4194,1684,27
4195,1685,37
4196,1685,39
4197,1685,38
4198,1686,46
4199,1687,48
4200,1687,47
4201,1688,46
4202,1689,2
4203,1689,4
4204,1689,3
4205,1689,5
4206,1690,7
4207,1690,9
4208,1690,6
4209,1691,45
4210,1692,46
4211,1693,42
4212,1693,41
4213,1693,40
4214,1694,19
4215,1694,20
4216,1695,48
4217,1695,47
4218,1696,3
4219,1696,5
4220,1696,1
4221,1697,41
4222,1697,42
4223,1697,40
4224,1698,20
4225,1698,19
4226,1698,22
4227,1698,21
4228,1699,40
4229,1699,41
4230,1699,42
4231,1700,24
4232,1700,26
4233,1701,44
4234,1701,43
4235,1702,41
4236,1702,42
4237,1702,40
4238,1703,15
4239,1703,16
4240,1703,17
4241,1703,18
4242,1704,46
4243,1705,32
4244,1705,31
4245,1705,33
4246,1706,11
4247,1706,13
4248,1706,12
4249,1706,14
4250,1707,4
4251,1707,5
4252,1707,2
4253,1707,1
4254,1708,28
4255,1708,30
4256,1709,18
4257,1709,17
4258,1709,16
4259,1710,45
4260,1711,3
4261,1711,1
4262,1712,32
4263,1712,31
4264,1713,46
4265,1714,46
4266,1715,22
4267,1715,20
4268,1716,17
4269,1716,15
4270,1716,18
4271,1717,35
4272,1717,36
4273,1717,34
4274,1718,7
4275,1718,10
4276,1718,8
4277,1718,6
4278,1719,25
4279,1719,24
4280,1720,39
4281,1720,38
4282,1720,37
4283,1721,22
4284,1721,19
4285,1721,20
4286,1722,2
4287,1722,4
4288,1722,1
4289,1723,45
4290,1724,44
4291,1724,43
4292,1725,10
4293,1725,7
4294,1726,46
4295,1727,44
4296,1727,43
4297,1728,37
4298,1728,38
4299,1728,39
4300,1729,23
4301,1729,25
4302,1729,24
4303,1729,26
4304,1730,46
4305,1731,38
4306,1731,39
4307,1731,37
4308,1732,5
4309,1732,2
4310,1732,4
4311,1732,1
4312,1733,45
4313,1734,44
4314,1734,43
4315,1735,31
4316,1735,33
4317,1735,32
4318,1736,44
4319,1736,43
4320,1737,40
4321,1737,41
4322,1738,11
4323,1738,13
4324,1738,12
4325,1738,14
4326,1739,43
4327,1739,44
4328,1740,8
4329,1740,10
4330,1741,28
4331,1741,30
4332,1741,29
4333,1742,40
4334,1742,41
4335,1743,26
4336,1743,23
4337,1744,1
4338,1744,4
4339,1744,5
4340,1744,3
4341,1745,38
4342,1745,39
4343,1745,37
4344,1746,10
4345,1746,8
4346,1746,9
4347,1747,11
4348,1747,13
4349,1747,12
4350,1748,44
4351,1748,43
4352,1749,41
4353,1749,42
4354,1749,40
4355,1750,47
4356,1750,48
4357,1751,24
4358,1751,23
4359,1752,43
4360,1752,44
4361,1753,27
4362,1753,28
4363,1753,30
4364,1753,29
4365,1754,44
4366,1754,43
4367,1755,45
4368,1756,46
4369,1757,15
4370,1757,18
4371,1757,16
4372,1757,17
4373,1758,44
4374,1758,43
4375,1759,32
4376,1759,33
4377,1759,31
4378,1760,46
4379,1761,5
4380,1761,2
4381,1762,6
4382,1762,10
4383,1762,7
4384,1763,7
4385,1763,9
4386,1763,8
4387,1764,34
4388,1764,35
4389,1764,36
4390,1765,9
4391,1765,10
4392,1765,7
4393,1766,25
4394,1766,26
4395,1767,5
4396,1767,3
4397,1767,1
4398,1768,48
4399,1768,47
4400,1769,14
4401,1769,11
4402,1769,12
4403,1770,23
4404,1770,26
4405,1770,24
4406,1770,25
4407,1771,31
4408,1771,33
4409,1772,19
4410,1772,20
4411,1772,22
4412,1773,31
4413,1773,32
4414,1773,33
4415,1774,25
4416,1774,26
4417,1774,23
4418,1775,17
4419,1775,16
4420,1775,18
4421,1775,15
4422,1776,40
4423,1776,41
4424,1777,32
4425,1777,33
4426,1777,31
4427,1778,45
4428,1779,40
4429,1779,42
4430,1780,46
4431,1781,35
4432,1781,36
4433,1782,29
4434,1782,30
4435,1782,27
4436,1782,28
4437,1783,28
4438,1783,30
4439,1783,27
4440,1783,29
4441,1784,25
4442,1784,23
4443,1784,26
4444,1784,24
4445,1785,25
4446,1785,23
4447,1785,24
4448,1786,25
4449,1786,24
4450,1787,4
4451,1787,2
4452,1787,5
4453,1787,3
4454,1788,28
4455,1788,27
4456,1789,45
4457,1790,33
4458,1790,32
4459,1791,25
4460,1791,24
4461,1791,26
4462,1792,46
4463,1793,44
4464,1793,43
4465,1794,35
4466,1794,36
4467,1794,34
4468,1795,19
4469,1795,20
4470,1795,21
4471,1796,48
4472,1796,47
4473,1797,48
4474,1797,47
4475,1798,21
4476,1798,22
4477,1798,19
4478,1798,20
4479,1799,42
4480,1799,40
4481,1799,41
4482,1800,4
4483,1800,2
4484,1800,1
4485,1800,5
4486,1801,24
4487,1801,23
4488,1802,5
4489,1802,2
4490,1803,39
4491,1803,37
4492,1804,27
4493,1804,29
4494,1805,12
4495,1805,13
4496,1805,11
4497,1806,45
4498,1807,44
4499,1807,43
4500,1808,47
4501,1808,48
4502,1809,38
4503,1809,37
4504,1810,46
4505,1811,44
4506,1811,43
4507,1812,47
4508,1812,48
4509,1813,34
4510,1813,35
4511,1813,36
4512,1814,30
4513,1814,28
4514,1814,27
4515,1815,2
4516,1815,1
4517,1815,5
4518,1816,45
4519,1817,31
4520,1817,33
4521,1817,32
4522,1818,41
4523,1818,42
4524,1818,40
4525,1819,33
4526,1819,31
4527,1820,11
4528,1820,14
4529,1820,12
4530,1821,35
4531,1821,34
4532,1822,34
4533,1822,36
4534,1822,35
4535,1823,8
4536,1823,6
4537,1823,7
4538,1824,35
4539,1824,34
4540,1824,36
4541,1825,39
4542,1825,38
4543,1825,37
4544,1826,46
4545,1827,46
4546,1828,47
4547,1828,48
4548,1829,28
4549,1829,27
4550,1829,29
4551,1830,30
4552,1830,27
4553,1830,29
4554,1831,15
4555,1831,16
4556,1831,17
4557,1832,1
4558,1832,2
4559,1832,4
4560,1833,10
4561,1833,9
4562,1833,6
4563,1833,7
4564,1834,3
4565,1834,2
4566,1834,1
4567,1834,5
4568,1835,29
4569,1835,30
4570,1836,37
4571,1836,39
4572,1836,38
4573,1837,38
4574,1837,37
4575,1837,39
4576,1838,31
4577,1838,32
4578,1838,33
4579,1839,11
4580,1839,12
4581,1839,14
4582,1840,27
4583,1840,30
4584,1841,5
4585,1841,2
4586,1842,33
4587,1842,32
4588,1843,44
4589,1843,43
4590,1844,9
4591,1844,10
4592,1844,8
4593,1844,6
4594,1845,4
4595,1845,1
4596,1845,3
4597,1845,5
4598,1846,48
4599,1846,47
4600,1847,38
4601,1847,37
4602,1847,39
4603,1848,47
4604,1848,48
4605,1849,31
4606,1849,33
4607,1850,48
4608,1850,47
4609,1851,46
4610,1852,43
4611,1852,44
4612,1853,16
4613,1853,18
4614,1853,17
4615,1854,23
4616,1854,25
4617,1855,16
4618,1855,17
4619,1855,15
4620,1855,18
4621,1856,33
4622,1856,32
4623,1856,31
4624,1857,6
4625,1857,10
4626,1857,9
4627,1858,17
4628,1858,16
4629,1858,18
4630,1858,15
4631,1859,46
4632,1860,35
4633,1860,36
4634,1860,34
4635,1861,36
4636,1861,34
4637,1861,35
4638,1862,43
4639,1862,44
4640,1863,45
4641,1864,48
4642,1864,47
4643,1865,38
4644,1865,37
4645,1865,39
4646,1866,39
4647,1866,38
4648,1867,32
4649,1867,33
4650,1867,31
4651,1868,36
4652,1868,34
4653,1869,22
4654,1869,21
4655,1869,19
4656,1870,46
4657,1871,47
4658,1871,48
4659,1872,24
4660,1872,26
4661,1872,23
4662,1873,41
4663,1873,40
4664,1873,42
4665,1874,5
4666,1874,1
4667,1874,4
4668,1875,44
4669,1875,43
4670,1876,47
4671,1876,48
4672,1877,45
4673,1878,26
4674,1878,25
4675,1878,24
4676,1879,35
4677,1879,36
4678,1879,34
4679,1880,18
4680,1880,15
4681,1880,16
4682,1881,46
4683,1882,5
4684,1882,1
4685,1882,4
4686,1883,38
4687,1883,39
4688,1884,13
4689,1884,12
4690,1884,14
4691,1884,11
4692,1885,47
4693,1885,48
4694,1886,33
4695,1886,31
4696,1887,12
4697,1887,11
4698,1888,45
4699,1889,17
4700,1889,18
4701,1889,15
4702,1890,14
4703,1890,13
4704,1891,22
4705,1891,20
4706,1891,21
4707,1891,19
4708,1892,32
4709,1892,33
4710,1892,31
4711,1893,1
4712,1893,3
4713,1893,5
4714,1894,25
4715,1894,23
4716,1895,41
4717,1895,42
4718,1895,40
4719,1896,14
4720,1896,12
4721,1896,13
4722,1896,11
4723,1897,48
4724,1897,47
4725,1898,11
4726,1898,13
4727,1899,24
4728,1899,23
4729,1899,26
4730,1900,7
4731,1900,8
4732,1901,45
4733,1902,4
4734,1902,1
4735,1902,5
4736,1903,33
4737,1903,32
4738,1904,31
4739,1904,33
4740,1904,32
4741,1905,43
4742,1905,44
4743,1906,47
4744,1906,48
4745,1907,18
4746,1907,17
4747,1907,16
4748,1907,15
4749,1908,19
4750,1908,21
4751,1908,20
4752,1909,29
4753,1909,27
4754,1910,40
4755,1910,42
4756,1910,41
4757,1911,35
4758,1911,34
4759,1912,44
4760,1912,43
4761,1913,20
4762,1913,21
4763,1913,22
4764,1914,45
4765,1915,45
4766,1916,31
4767,1916,33
4768,1917,43
4769,1917,44
4770,1918,28
4771,1918,29
4772,1918,30
4773,1918,27
4774,1919,45
4775,1920,44
4776,1920,43
4777,1921,44
4778,1921,43
4779,1922,28
4780,1922,29
4781,1922,30
4782,1922,27
4783,1923,2
4784,1923,4
4785,1923,1
4786,1924,36
4787,1924,34
4788,1924,35
4789,1925,20
4790,1925,19
4791,1925,22
4792,1925,21
4793,1926,23
4794,1926,24
4795,1927,2
4796,1927,5
4797,1927,4
4798,1928,37
4799,1928,38
4800,1929,31
4801,1929,32
4802,1930,47
4803,1930,48
4804,1931,39
4805,1931,38
4806,1932,44
4807,1932,43
4808,1933,26
4809,1933,23
4810,1933,24
4811,1933,25
4812,1934,35
4813,1934,36
4814,1934,34
4815,1935,43
4816,1935,44
4817,1936,45
4818,1937,18
4819,1937,15
4820,1937,17
4821,1937,16
4822,1938,31
4823,1938,32
4824,1938,33
4825,1939,16
4826,1939,15
4827,1940,40
4828,1940,42
4829,1940,41
4830,1941,45
4831,1942,36
4832,1942,34
4833,1943,44
4834,1943,43
4835,1944,18
4836,1944,17
4837,1945,39
4838,1945,37
4839,1946,29
4840,1946,28
4841,1946,30
4842,1947,46
4843,1948,47
4844,1948,48
4845,1949,47
4846,1949,48
4847,1950,22
4848,1950,21
4849,1951,48
4850,1951,47
4851,1952,24
4852,1952,26
4853,1953,30
4854,1953,28
4855,1953,27
4856,1954,7
4857,1954,9
4858,1954,6
4859,1954,10
4860,1955,6
4861,1955,7
4862,1956,47
4863,1956,48
4864,1957,5
4865,1957,4
4866,1957,2
4867,1957,1
4868,1958,33
4869,1958,31
4870,1958,32
4871,1959,42
4872,1959,40
4873,1960,41
4874,1960,40
4875,1960,42
4876,1961,28
4877,1961,30
4878,1961,29
4879,1961,27
4880,1962,26
4881,1962,25
4882,1963,44
4883,1963,43
4884,1964,12
4885,1964,14
4886,1964,13
4887,1965,44
4888,1965,43
4889,1966,26
4890,1966,23
4891,1967,45
4892,1968,5
4893,1968,2
4894,1968,4
4895,1968,3
4896,1969,30
4897,1969,29
4898,1970,40
4899,1970,42
4900,1971,36
4901,1971,35
4902,1971,34
4903,1972,33
4904,1972,31
4905,1973,26
4906,1973,25
4907,1973,24
4908,1973,23
4909,1974,29
4910,1974,27
4911,1975,46
4912,1976,17
4913,1976,15
4914,1976,16
4915,1976,18
4916,1977,47
4917,1977,48
4918,1978,11
4919,1978,13
4920,1979,37
4921,1979,38
4922,1980,18
4923,1980,15
4924,1981,37
4925,1981,38
4926,1981,39
4927,1982,8
4928,1982,7
4929,1983,35
4930,1983,34
4931,1983,36
4932,1984,7
4933,1984,8
4934,1984,6
4935,1985,3
4936,1985,5
4937,1985,2
4938,1985,4
4939,1986,25
4940,1986,23
4941,1986,26
4942,1986,24
4943,1987,16
4944,1987,17
4945,1987,15
4946,1987,18
4947,1988,21
4948,1988,20
4949,1988,22
4950,1989,25
4951,1989,23
4952,1989,24
4953,1990,48
4954,1990,47
4955,1991,45
4956,1992,8
4957,1992,9
4958,1993,35
4959,1993,36
4960,1993,34
4961,1994,45
4962,1995,48
4963,1995,47
4964,1996,33
4965,1996,31
4966,1996,32
4967,1997,45
4968,1998,38
4969,1998,37
4970,1998,39
4971,1999,38
4972,1999,39
4973,1999,37
4974,2000,13
4975,2000,11
4976,2001,14
4977,2001,12
4978,2001,13
4979,2001,11
4980,2002,4
4981,2002,1
4982,2002,5
4983,2003,48
4984,2003,47
4985,2004,48
4986,2004,47
4987,2005,37
4988,2005,39
4989,2005,38
4990,2006,23
4991,2006,26
4992,2007,44
4993,2007,43
4994,2008,46
4995,2009,45
4996,2010,20
4997,2010,19
4998,2010,21
4999,2010,22
5000,2011,8
5001,2011,6
5002,2012,27
5003,2012,28
5004,2013,27
5005,2013,29
5006,2014,41
5007,2014,40
5008,2015,25
5009,2015,23
5010,2016,11
5011,2016,13
5012,2017,32
5013,2017,33
5014,2017,31
5015,2018,15
5016,2018,17
5017,2018,16
5018,2019,47
5019,2019,48
5020,2020,34
5021,2020,35
5022,2020,36
5023,2021,3
5024,2021,1
5025,2021,4
5026,2021,2
5027,2022,41
5028,2022,40
5029,2022,42
5030,2023,43
5031,2023,44
5032,2024,42
5033,2024,41
5034,2024,40
5035,2025,7
5036,2025,6
5037,2025,10
5038,2026,33
5039,2026,31
5040,2026,32
5041,2027,43
5042,2027,44
5043,2028,28
5044,2028,30
5045,2028,29
5046,2029,16
5047,2029,15
5048,2030,40
5049,2030,42
5050,2031,48
5051,2031,47
5052,2032,46
5053,2033,2
5054,2033,3
5055,2034,45
5056,2035,20
5057,2035,19
5058,2035,22
5059,2036,37
5060,2036,39
5061,2037,6
5062,2037,7
5063,2037,8
5064,2038,12
5065,2038,13
5066,2039,44
5067,2039,43
5068,2040,19
5069,2040,20
5070,2040,22
5071,2041,15
5072,2041,16
5073,2041,17
5074,2042,43
5075,2042,44
5076,2043,43
5077,2043,44
5078,2044,8
5079,2044,10
5080,2044,7
5081,2044,6
5082,2045,45
5083,2046,19
5084,2046,20
5085,2047,43
5086,2047,44
5087,2048,17
5088,2048,15
5089,2048,18
5090,2049,2
5091,2049,1
5092,2049,5
5093,2049,3
5094,2050,45
5095,2051,4
5096,2051,3
5097,2052,11
5098,2052,14
5099,2052,13
5100,2052,12
5101,2053,23
5102,2053,25
5103,2054,15
5104,2054,17
5105,2054,16
5106,2054,18
5107,2055,32
5108,2055,33
5109,2056,46
5110,2057,15
5111,2057,18
5112,2058,45
5113,2059,33
5114,2059,32
5115,2059,31
5116,2060,31
5117,2060,33
5118,2060,32
5119,2061,33
5120,2061,31
5121,2061,32
5122,2062,25
5123,2062,26
5124,2063,22
5125,2063,21
5126,2063,20
5127,2064,36
5128,2064,34
5129,2064,35
5130,2065,43
5131,2065,44
5132,2066,43
5133,2066,44
5134,2067,34
5135,2067,35
5136,2068,5
5137,2068,2
5138,2068,1
5139,2069,18
5140,2069,15
5141,2070,10
5142,2070,6
5143,2070,7
5144,2070,9
5145,2071,2
5146,2071,5
5147,2071,1
5148,2072,35
5149,2072,36
5150,2073,16
5151,2073,18
5152,2074,48
5153,2074,47
5154,2075,26
5155,2075,23
5156,2076,36
5157,2076,34
5158,2076,35
5159,2077,48
5160,2077,47
5161,2078,3
5162,2078,5
5163,2078,1
5164,2079,13
5165,2079,12
5166,2079,11
5167,2080,13
5168,2080,12
5169,2080,11
5170,2080,14
5171,2081,25
5172,2081,24
5173,2082,18
5174,2082,16
5175,2083,20
5176,2083,19
5177,2083,21
5178,2084,29
5179,2084,28
5180,2084,27
5181,2084,30
5182,2085,1
5183,2085,3
5184,2085,5
5185,2085,4
5186,2086,4
5187,2086,2
5188,2087,31
5189,2087,32
5190,2087,33
5191,2088,6
5192,2088,8
5193,2088,7
5194,2088,10
5195,2089,27
5196,2089,29
5197,2089,30
5198,2090,33
5199,2090,32
5200,2091,5
5201,2091,1
5202,2091,4
5203,2092,21
5204,2092,19
5205,2092,20
5206,2092,22
5207,2093,38
5208,2093,39
5209,2093,37
5210,2094,14
5211,2094,12
5212,2095,19
5213,2095,20
5214,2095,22
5215,2096,21
5216,2096,20
5217,2097,19
5218,2097,22
5219,2097,20
5220,2098,24
5221,2098,25
5222,2099,10
5223,2099,9
5224,2099,6
5225,2099,8
5226,2100,40
5227,2100,41
5228,2100,42
5229,2101,6
5230,2101,10
5231,2101,7
5232,2101,9
5233,2102,33
5234,2102,32
5235,2102,31
5236,2103,21
5237,2103,20
5238,2103,19
5239,2104,4
5240,2104,1
5241,2105,35
5242,2105,34
5243,2105,36
5244,2106,43
5245,2106,44
5246,2107,9
5247,2107,10
5248,2107,6
5249,2107,7
5250,2108,25
5251,2108,26
5252,2108,24
5253,2108,23
5254,2109,45
5255,2110,36
5256,2110,34
5257,2110,35
5258,2111,40
5259,2111,42
5260,2112,18
5261,2112,15
5262,2113,23
5263,2113,25
5264,2113,26
5265,2113,24
5266,2114,27
5267,2114,30
5268,2115,44
5269,2115,43
5270,2116,31
5271,2116,33
5272,2116,32
5273,2117,1
5274,2117,2
5275,2117,3
5276,2117,5
5277,2118,46
5278,2119,46
5279,2120,47
5280,2120,48
5281,2121,47
5282,2121,48
5283,2122,3
5284,2122,2
5285,2122,5
5286,2122,1
5287,2123,44
5288,2123,43
5289,2124,45
5290,2125,8
5291,2125,9
5292,2126,5
5293,2126,2
5294,2127,46
5295,2128,28
5296,2128,29
5297,2128,30
5298,2128,27
5299,2129,36
5300,2129,34
5301,2129,35
5302,2130,48
5303,2130,47
5304,2131,27
5305,2131,28
5306,2132,44
5307,2132,43
5308,2133,36
5309,2133,34
5310,2133,35
5311,2134,11
5312,2134,13
5313,2134,14
5314,2134,12
5315,2135,48
5316,2135,47
5317,2136,39
5318,2136,37
5319,2137,37
5320,2137,38
5321,2137,39
5322,2138,39
5323,2138,37
5324,2138,38
5325,2139,39
5326,2139,38
5327,2139,37
5328,2140,4
5329,2140,5
5330,2140,2
5331,2141,16
5332,2141,15
5333,2141,17
5334,2141,18
5335,2142,9
5336,2142,8
5337,2142,6
5338,2143,35
5339,2143,36
5340,2143,34
5341,2144,16
5342,2144,17
5343,2144,15
5344,2145,47
5345,2145,48
5346,2146,15
5347,2146,17
5348,2146,18
5349,2146,16
5350,2147,23
5351,2147,26
5352,2147,24
5353,2148,46
5354,2149,24
5355,2149,23
5356,2149,26
5357,2149,25
5358,2150,36
5359,2150,34
5360,2150,35
5361,2151,21
5362,2151,19
5363,2151,22
5364,2152,47
5365,2152,48
5366,2153,25
5367,2153,26
5368,2154,43
5369,2154,44
5370,2155,22
5371,2155,19
5372,2155,21
5373,2155,20
5374,2156,46
5375,2157,36
5376,2157,35
5377,2157,34
5378,2158,41
5379,2158,40
5380,2158,42
5381,2159,46
5382,2160,18
5383,2160,15
5384,2161,43
5385,2161,44
5386,2162,38
5387,2162,37
5388,2162,39
5389,2163,29
5390,2163,28
5391,2164,41
5392,2164,40
5393,2164,42
5394,2165,19
5395,2165,21
5396,2165,20
5397,2166,48
5398,2166,47
5399,2167,46
5400,2168,3
5401,2168,1
5402,2169,30
5403,2169,28
5404,2169,27
5405,2170,23
5406,2170,25
5407,2171,38
5408,2171,37
5409,2172,41
5410,2172,42
5411,2172,40
5412,2173,34
5413,2173,35
5414,2173,36
5415,2174,42
5416,2174,41
5417,2174,40
5418,2175,40
5419,2175,41
5420,2175,42
5421,2176,20
5422,2176,19
5423,2176,21
5424,2177,44
5425,2177,43
5426,2178,3
5427,2178,5
5428,2178,2
5429,2179,1
5430,2179,2
5431,2179,4
5432,2180,45
5433,2181,10
5434,2181,6
5435,2182,26
5436,2182,23
5437,2182,24
5438,2182,25
5439,2183,45
5440,2184,3
5441,2184,5
5442,2184,4
5443,2185,20
5444,2185,22
5445,2186,11
5446,2186,12
5447,2187,45
5448,2188,39
5449,2188,37
5450,2188,38
5451,2189,11
5452,2189,12
5453,2189,14
5454,2189,13
5455,2190,33
5456,2190,31
5457,2190,32
5458,2191,6
5459,2191,9
5460,2191,8
5461,2191,10
5462,2192,46
5463,2193,40
5464,2193,42
5465,2194,5
5466,2194,1
5467,2194,2
5468,2195,25
5469,2195,23
5470,2195,26
5471,2196,33
5472,2196,31
5473,2196,32
5474,2197,29
5475,2197,27
5476,2197,30
5477,2198,39
5478,2198,37
5479,2199,9
5480,2199,7
5481,2199,6
5482,2199,8
5483,2200,35
5484,2200,36
5485,2200,34
5486,2201,30
5487,2201,29
5488,2201,28
5489,2201,27
5490,2202,36
5491,2202,34
5492,2203,31
5493,2203,33
5494,2204,39
5495,2204,37
5496,2205,47
5497,2205,48
5498,2206,45
5499,2207,36
5500,2207,35
5501,2207,34
5502,2208,45
5503,2209,2
5504,2209,3
5505,2209,1
5506,2210,27
5507,2210,30
5508,2210,28
5509,2211,47
5510,2211,48
5511,2212,35
5512,2212,36
5513,2212,34
5514,2213,27
5515,2213,30
5516,2213,29
5517,2213,28
5518,2214,23
5519,2214,26
5520,2215,10
5521,2215,6
5522,2216,24
5523,2216,23
5524,2216,26
5525,2217,47
5526,2217,48
5527,2218,42
5528,2218,41
5529,2218,40
5530,2219,35
5531,2219,36
5532,2219,34
5533,2220,31
5534,2220,33
5535,2220,32
5536,2221,6
5537,2221,7
5538,2221,9
5539,2221,10
5540,2222,28
5541,2222,30
5542,2222,27
5543,2223,1
5544,2223,2
5545,2223,4
5546,2224,14
5547,2224,13
5548,2225,47
5549,2225,48
5550,2226,22
5551,2226,19
5552,2226,20
5553,2226,21
5554,2227,26
5555,2227,24
5556,2227,25
5557,2228,14
5558,2228,13
5559,2229,46
5560,2230,19
5561,2230,22
5562,2231,9
5563,2231,10
5564,2232,29
5565,2232,30
5566,2232,27
5567,2232,28
5568,2233,39
5569,2233,37
5570,2233,38
5571,2234,46
5572,2235,47
5573,2235,48
5574,2236,19
5575,2236,21
5576,2237,43
5577,2237,44
5578,2238,23
5579,2238,25
5580,2238,26
5581,2239,9
5582,2239,6
5583,2240,12
5584,2240,11
5585,2240,14
5586,2240,13
5587,2241,31
5588,2241,32
5589,2241,33
5590,2242,35
5591,2242,34
5592,2243,6
5593,2243,8
5594,2243,10
5595,2244,39
5596,2244,38
5597,2244,37
5598,2245,25
5599,2245,26
5600,2246,41
5601,2246,42
5602,2247,16
5603,2247,17
5604,2247,15
5605,2247,18
5606,2248,47
5607,2248,48
5608,2249,22
5609,2249,19
5610,2249,21
5611,2249,20
5612,2250,36
5613,2250,35
5614,2251,23
5615,2251,24
5616,2251,25
5617,2252,9
5618,2252,7
5619,2252,6
5620,2252,10
5621,2253,31
5622,2253,32
5623,2254,36
5624,2254,35
5625,2254,34
5626,2255,22
5627,2255,19
5628,2256,33
5629,2256,32
5630,2256,31
5631,2257,2
5632,2257,1
5633,2258,17
5634,2258,18
5635,2259,28
5636,2259,27
5637,2259,29
5638,2260,16
5639,2260,15
5640,2260,18
5641,2260,17
5642,2261,24
5643,2261,23
5644,2261,25
5645,2261,26
5646,2262,48
5647,2262,47
5648,2263,6
5649,2263,8
5650,2264,39
5651,2264,37
5652,2265,23
5653,2265,26
5654,2266,3
5655,2266,1
5656,2267,48
5657,2267,47
5658,2268,30
5659,2268,28
5660,2269,2
5661,2269,3
5662,2270,2
5663,2270,5
5664,2270,1
5665,2271,37
5666,2271,38
5667,2271,39
5668,2272,43
5669,2272,44
5670,2273,33
5671,2273,31
5672,2274,10
5673,2274,9
5674,2274,6
5675,2274,7
5676,2275,45
5677,2276,28
5678,2276,30
5679,2276,29
5680,2276,27
5681,2277,28
5682,2277,30
5683,2277,29
5684,2278,35
5685,2278,34
5686,2278,36
5687,2279,16
5688,2279,15
5689,2280,4
5690,2280,2
5691,2281,44
5692,2281,43
5693,2282,43
5694,2282,44
5695,2283,2
5696,2283,3
5697,2283,4
5698,2284,45
5699,2285,42
5700,2285,41
5701,2285,40
5702,2286,41
5703,2286,42
5704,2286,40
5705,2287,5
5706,2287,2
5707,2287,4
5708,2287,1
5709,2288,33
5710,2288,31
5711,2289,4
5712,2289,5
5713,2290,38
5714,2290,37
5715,2290,39
5716,2291,25
5717,2291,26
5718,2292,25
5719,2292,24
5720,2293,35
5721,2293,36
5722,2293,34
5723,2294,4
5724,2294,5
5725,2295,18
5726,2295,17
5727,2295,16
5728,2295,15
5729,2296,32
5730,2296,33
5731,2297,32
5732,2297,31
5733,2297,33
5734,2298,43
5735,2298,44
5736,2299,44
5737,2299,43
5738,2300,36
5739,2300,34
5740,2300,35
5741,2301,28
5742,2301,27
5743,2301,30
5744,2302,10
5745,2302,9
5746,2303,44
5747,2303,43
5748,2304,15
5749,2304,16
5750,2304,17
5751,2304,18
5752,2305,33
5753,2305,31
5754,2305,32
5755,2306,46
5756,2307,40
5757,2307,41
5758,2307,42
5759,2308,31
5760,2308,33
5761,2308,32
5762,2309,20
5763,2309,21
5764,2309,19
5765,2309,22
5766,2310,40
5767,2310,42
5768,2310,41
5769,2311,35
5770,2311,34
5771,2311,36
5772,2312,33
5773,2312,32
5774,2313,41
5775,2313,42
5776,2313,40
5777,2314,18
5778,2314,15
5779,2314,16
5780,2315,46
5781,2316,47
5782,2316,48
5783,2317,45
5784,2318,44
5785,2318,43
5786,2319,28
5787,2319,30
5788,2319,27
5789,2319,29
5790,2320,1
5791,2320,3
5792,2321,41
5793,2321,42
5794,2321,40
5795,2322,8
5796,2322,6
5797,2323,30
5798,2323,27
5799,2323,29
5800,2324,7
5801,2324,6
5802,2325,39
5803,2325,38
5804,2325,37
5805,2326,3
5806,2326,5
5807,2326,2
5808,2326,4
5809,2327,13
5810,2327,14
5811,2327,11
5812,2327,12
5813,2328,26
5814,2328,25
5815,2328,24
5816,2329,25
5817,2329,23
5818,2329,24
5819,2329,26
5820,2330,45
5821,2331,45
5822,2332,45
5823,2333,37
5824,2333,38
5825,2333,39
5826,2334,7
5827,2334,10
5828,2334,8
5829,2335,40
5830,2335,41
5831,2335,42
5832,2336,12
5833,2336,13
5834,2336,11
5835,2337,16
5836,2337,18
5837,2337,15
5838,2338,45
5839,2339,47
5840,2339,48
5841,2340,40
5842,2340,41
5843,2341,37
5844,2341,38
5845,2341,39
5846,2342,10
5847,2342,8
5848,2342,6
5849,2343,25
5850,2343,23
5851,2343,24
5852,2343,26
5853,2344,1
5854,2344,2
5855,2344,5
5856,2344,3
5857,2345,14
5858,2345,11
5859,2346,3
5860,2346,2
5861,2347,28
5862,2347,29
5863,2348,42
5864,2348,41
5865,2348,40
5866,2349,4
5867,2349,3
5868,2349,1
5869,2350,11
5870,2350,13
5871,2351,21
5872,2351,19
5873,2351,22
5874,2351,20
5875,2352,12
5876,2352,13
5877,2353,19
5878,2353,20
5879,2353,21
5880,2353,22
5881,2354,16
5882,2354,17
5883,2354,15
5884,2355,18
5885,2355,15
5886,2356,40
5887,2356,42
5888,2357,46
5889,2358,46
5890,2359,26
5891,2359,24
