notification_id,booking_id,recipient_type,recipient_id,notification_type,message,is_read,created_at
872,436,Employer,423,Booking,Your booking has been cancelled.,False,2025-09-12
873,437,Worker,2445,Booking,The booking has been cancelled.,True,2025-01-24
874,437,Employer,122,Booking,Your booking has been cancelled.,True,2025-01-24
875,438,Worker,2536,Booking,A new booking request is waiting for your response.,True,2025-11-23
876,438,Employer,442,Booking,Your booking request is pending.,True,2025-11-23
877,439,Worker,2793,Booking,You have accepted a new booking.,True,2025-04-17
878,439,Employer,50,Booking,A worker has accepted your booking.,False,2025-04-17
879,440,Worker,5941,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-02-15
880,440,Employer,467,Booking,Your service has been completed. Please rate the worker.,False,2025-02-15
881,441,Worker,4636,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-01-29
882,441,Employer,391,Booking,Your service has been completed. Please rate the worker.,False,2025-01-29
883,442,Worker,710,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-03-23
884,442,Employer,290,Booking,Your service has been completed. Please rate the worker.,False,2025-03-23
885,443,Worker,6468,Booking,You have accepted a new booking.,True,2025-09-04
886,443,Employer,386,Booking,A worker has accepted your booking.,False,2025-09-04
887,444,Worker,1942,Booking,A new booking request is waiting for your response.,False,2025-03-22
888,444,Employer,25,Booking,Your booking request is pending.,False,2025-03-22
889,445,Worker,4544,Booking,You have accepted a new booking.,False,2025-11-03
890,445,Employer,257,Booking,A worker has accepted your booking.,False,2025-11-03
891,446,Worker,5585,Booking,You have accepted a new booking.,True,2025-07-31
892,446,Employer,84,Booking,A worker has accepted your booking.,True,2025-07-31
893,447,Worker,4898,Booking,A new booking request is waiting for your response.,False,2025-09-20
894,447,Employer,320,Booking,Your booking request is pending.,False,2025-09-20
895,448,Worker,776,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-08-13
896,448,Employer,24,Booking,Your service has been completed. Please rate the worker.,False,2025-08-13
897,449,Worker,4299,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-07-04
898,449,Employer,276,Booking,Your service has been completed. Please rate the worker.,False,2025-07-04
899,450,Worker,3821,Booking,A new booking request is waiting for your response.,True,2025-10-14
900,450,Employer,428,Booking,Your booking request is pending.,False,2025-10-14
901,451,Worker,259,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-11-18
902,451,Employer,292,Booking,Your service has been completed. Please rate the worker.,False,2025-11-18
903,452,Worker,1058,Booking,A new booking request is waiting for your response.,False,2025-01-24
904,452,Employer,89,Booking,Your booking request is pending.,False,2025-01-24
905,453,Worker,5737,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-06-14
906,453,Employer,442,Booking,Your service has been completed. Please rate the worker.,False,2025-06-14
907,454,Worker,2378,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-05-08
908,454,Employer,171,Booking,Your service has been completed. Please rate the worker.,False,2025-05-08
909,455,Worker,5427,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-03-17
910,455,Employer,292,Booking,Your service has been completed. Please rate the worker.,False,2025-03-17
911,456,Worker,4618,Booking,You have accepted a new booking.,True,2025-08-05
912,456,Employer,7,Booking,A worker has accepted your booking.,False,2025-08-05
913,457,Worker,5896,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-04-14
914,457,Employer,344,Booking,Your service has been completed. Please rate the worker.,False,2025-04-14
915,458,Worker,3078,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-07-28
916,458,Employer,23,Booking,Your service has been completed. Please rate the worker.,True,2025-07-28
917,459,Worker,4476,Booking,The booking has been cancelled.,True,2025-09-08
918,459,Employer,66,Booking,Your booking has been cancelled.,True,2025-09-08
919,460,Worker,4000,Booking,You have accepted a new booking.,True,2025-08-22
920,460,Employer,176,Booking,A worker has accepted your booking.,False,2025-08-22
921,461,Worker,3317,Booking,A new booking request is waiting for your response.,True,2025-02-23
922,461,Employer,12,Booking,Your booking request is pending.,False,2025-02-23
923,462,Worker,5328,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-02-01
924,462,Employer,154,Booking,Your service has been completed. Please rate the worker.,False,2025-02-01
925,463,Worker,2235,Booking,You have accepted a new booking.,True,2025-07-23
926,463,Employer,475,Booking,A worker has accepted your booking.,True,2025-07-23
927,464,Worker,481,Booking,You have accepted a new booking.,True,2025-01-08
928,464,Employer,389,Booking,A worker has accepted your booking.,False,2025-01-08
929,465,Worker,3096,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-09-06
930,465,Employer,134,Booking,Your service has been completed. Please rate the worker.,True,2025-09-06
931,466,Worker,4599,Booking,You have accepted a new booking.,True,2025-04-18
932,466,Employer,140,Booking,A worker has accepted your booking.,False,2025-04-18
933,467,Worker,2403,Booking,You have accepted a new booking.,False,2025-03-13
934,467,Employer,17,Booking,A worker has accepted your booking.,True,2025-03-13
935,468,Worker,3691,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-07-18
936,468,Employer,232,Booking,Your service has been completed. Please rate the worker.,False,2025-07-18
937,469,Worker,1302,Booking,You have accepted a new booking.,True,2025-09-28
938,469,Employer,16,Booking,A worker has accepted your booking.,False,2025-09-28
939,470,Worker,5422,Booking,You have accepted a new booking.,False,2025-04-07
940,470,Employer,2,Booking,A worker has accepted your booking.,False,2025-04-07
941,471,Worker,6050,Booking,You have accepted a new booking.,True,2025-10-16
942,471,Employer,312,Booking,A worker has accepted your booking.,True,2025-10-16
943,472,Worker,5922,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-10-10
944,472,Employer,285,Booking,Your service has been completed. Please rate the worker.,False,2025-10-10
945,473,Worker,2575,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-09-09
946,473,Employer,119,Booking,Your service has been completed. Please rate the worker.,False,2025-09-09
947,474,Worker,3513,Booking,A new booking request is waiting for your response.,True,2025-06-07
948,474,Employer,375,Booking,Your booking request is pending.,True,2025-06-07
949,475,Worker,6425,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-05-28
950,475,Employer,359,Booking,Your service has been completed. Please rate the worker.,True,2025-05-28
951,476,Worker,983,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-10-21
952,476,Employer,400,Booking,Your service has been completed. Please rate the worker.,False,2025-10-21
953,477,Worker,3067,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-02-23
954,477,Employer,80,Booking,Your service has been completed. Please rate the worker.,True,2025-02-23
955,478,Worker,3295,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-05-21
956,478,Employer,374,Booking,Your service has been completed. Please rate the worker.,False,2025-05-21
957,479,Worker,967,Booking,You have accepted a new booking.,True,2025-07-02
958,479,Employer,85,Booking,A worker has accepted your booking.,True,2025-07-02
959,480,Worker,4650,Booking,You have accepted a new booking.,True,2025-02-04
960,480,Employer,439,Booking,A worker has accepted your booking.,False,2025-02-04
961,481,Worker,2136,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-05-06
962,481,Employer,467,Booking,Your service has been completed. Please rate the worker.,False,2025-05-06
963,482,Worker,5804,Booking,You have accepted a new booking.,True,2025-05-24
964,482,Employer,155,Booking,A worker has accepted your booking.,True,2025-05-24
965,483,Worker,6272,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-12-06
966,483,Employer,269,Booking,Your service has been completed. Please rate the worker.,False,2025-12-06
967,484,Worker,621,Booking,You have accepted a new booking.,False,2025-05-20
968,484,Employer,447,Booking,A worker has accepted your booking.,True,2025-05-20
969,485,Worker,3395,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-04-15
970,485,Employer,359,Booking,Your service has been completed. Please rate the worker.,True,2025-04-15
971,486,Worker,3234,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-12-15
972,486,Employer,77,Booking,Your service has been completed. Please rate the worker.,True,2025-12-15
973,487,Worker,669,Booking,The booking has been cancelled.,True,2025-10-08
974,487,Employer,453,Booking,Your booking has been cancelled.,False,2025-10-08
975,488,Worker,429,Booking,You have accepted a new booking.,False,2025-04-16
976,488,Employer,86,Booking,A worker has accepted your booking.,True,2025-04-16
977,489,Worker,4048,Booking,You have accepted a new booking.,True,2025-02-26
978,489,Employer,283,Booking,A worker has accepted your booking.,False,2025-02-26
979,490,Worker,2310,Booking,You have accepted a new booking.,True,2025-08-16
980,490,Employer,26,Booking,A worker has accepted your booking.,True,2025-08-16
981,491,Worker,929,Booking,You have accepted a new booking.,True,2025-02-28
982,491,Employer,2,Booking,A worker has accepted your booking.,True,2025-02-28
983,492,Worker,2798,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-04-01
984,492,Employer,65,Booking,Your service has been completed. Please rate the worker.,True,2025-04-01
985,493,Worker,2969,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-03-22
986,493,Employer,297,Booking,Your service has been completed. Please rate the worker.,False,2025-03-22
987,494,Worker,3672,Booking,A new booking request is waiting for your response.,True,2025-07-02
988,494,Employer,19,Booking,Your booking request is pending.,True,2025-07-02
989,495,Worker,5877,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-10-19
990,495,Employer,490,Booking,Your service has been completed. Please rate the worker.,True,2025-10-19
991,496,Worker,6141,Booking,A new booking request is waiting for your response.,True,2025-10-20
992,496,Employer,142,Booking,Your booking request is pending.,True,2025-10-20
993,497,Worker,1665,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-01-04
994,497,Employer,356,Booking,Your service has been completed. Please rate the worker.,True,2025-01-04
995,498,Worker,4547,Booking,A new booking request is waiting for your response.,True,2025-04-23
996,498,Employer,363,Booking,Your booking request is pending.,False,2025-04-23
997,499,Worker,439,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-03-12
998,499,Employer,480,Booking,Your service has been completed. Please rate the worker.,False,2025-03-12
999,500,Worker,2881,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-01-06
1000,500,Employer,500,Booking,Your service has been completed. Please rate the worker.,True,2025-01-06
1001,501,Worker,1049,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-10-22
1002,501,Employer,5,Booking,Your service has been completed. Please rate the worker.,True,2025-10-22
1003,502,Worker,3059,Booking,You have accepted a new booking.,True,2025-08-14
1004,502,Employer,361,Booking,A worker has accepted your booking.,False,2025-08-14
1005,503,Worker,702,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-11-28
1006,503,Employer,318,Booking,Your service has been completed. Please rate the worker.,True,2025-11-28
1007,504,Worker,5456,Booking,You have accepted a new booking.,False,2025-08-23
1008,504,Employer,363,Booking,A worker has accepted your booking.,True,2025-08-23
1009,505,Worker,4011,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-12-07
1010,505,Employer,490,Booking,Your service has been completed. Please rate the worker.,True,2025-12-07
1011,506,Worker,2555,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-01-20
1012,506,Employer,32,Booking,Your service has been completed. Please rate the worker.,False,2025-01-20
1013,507,Worker,203,Booking,The booking has been cancelled.,False,2025-12-08
1014,507,Employer,445,Booking,Your booking has been cancelled.,True,2025-12-08
1015,508,Worker,641,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-03-25
1016,508,Employer,206,Booking,Your service has been completed. Please rate the worker.,False,2025-03-25
1017,509,Worker,5030,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-06-24
1018,509,Employer,435,Booking,Your service has been completed. Please rate the worker.,False,2025-06-24
1019,510,Worker,1518,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-05-18
1020,510,Employer,242,Booking,Your service has been completed. Please rate the worker.,False,2025-05-18
1021,511,Worker,5351,Booking,You have accepted a new booking.,True,2025-06-22
1022,511,Employer,243,Booking,A worker has accepted your booking.,False,2025-06-22
1023,512,Worker,1977,Booking,You have accepted a new booking.,False,2025-01-24
1024,512,Employer,453,Booking,A worker has accepted your booking.,False,2025-01-24
1025,513,Worker,3978,Booking,You have accepted a new booking.,False,2025-12-17
1026,513,Employer,463,Booking,A worker has accepted your booking.,False,2025-12-17
1027,514,Worker,6118,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-06-14
1028,514,Employer,308,Booking,Your service has been completed. Please rate the worker.,False,2025-06-14
1029,515,Worker,2214,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-11-08
1030,515,Employer,481,Booking,Your service has been completed. Please rate the worker.,False,2025-11-08
1031,516,Worker,2290,Booking,A new booking request is waiting for your response.,True,2025-09-10
1032,516,Employer,370,Booking,Your booking request is pending.,False,2025-09-10
1033,517,Worker,6427,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-10-31
1034,517,Employer,333,Booking,Your service has been completed. Please rate the worker.,False,2025-10-31
1035,518,Worker,1373,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-12-20
1036,518,Employer,28,Booking,Your service has been completed. Please rate the worker.,True,2025-12-20
1037,519,Worker,2616,Booking,The booking has been cancelled.,True,2025-11-26
1038,519,Employer,317,Booking,Your booking has been cancelled.,False,2025-11-26
1039,520,Worker,4541,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-05-08
1040,520,Employer,409,Booking,Your service has been completed. Please rate the worker.,True,2025-05-08
1041,521,Worker,2768,Booking,You have accepted a new booking.,True,2025-05-04
1042,521,Employer,103,Booking,A worker has accepted your booking.,True,2025-05-04
1043,522,Worker,3898,Booking,A new booking request is waiting for your response.,False,2025-08-03
1044,522,Employer,106,Booking,Your booking request is pending.,False,2025-08-03
1045,523,Worker,2622,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-03-31
1046,523,Employer,183,Booking,Your service has been completed. Please rate the worker.,True,2025-03-31
1047,524,Worker,2033,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-01-11
1048,524,Employer,323,Booking,Your service has been completed. Please rate the worker.,True,2025-01-11
1049,525,Worker,2957,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-04-18
1050,525,Employer,183,Booking,Your service has been completed. Please rate the worker.,True,2025-04-18
1051,526,Worker,1596,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-01-06
1052,526,Employer,97,Booking,Your service has been completed. Please rate the worker.,False,2025-01-06
1053,527,Worker,3904,Booking,You have accepted a new booking.,False,2025-06-09
1054,527,Employer,410,Booking,A worker has accepted your booking.,False,2025-06-09
1055,528,Worker,5074,Booking,You have accepted a new booking.,True,2025-03-20
1056,528,Employer,188,Booking,A worker has accepted your booking.,False,2025-03-20
1057,529,Worker,6115,Booking,A new booking request is waiting for your response.,False,2025-09-25
1058,529,Employer,4,Booking,Your booking request is pending.,True,2025-09-25
1059,530,Worker,869,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-03-12
1060,530,Employer,273,Booking,Your service has been completed. Please rate the worker.,True,2025-03-12
1061,531,Worker,9,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-04-08
1062,531,Employer,74,Booking,Your service has been completed. Please rate the worker.,True,2025-04-08
1063,532,Worker,6167,Booking,You have accepted a new booking.,True,2025-09-30
1064,532,Employer,215,Booking,A worker has accepted your booking.,True,2025-09-30
1065,533,Worker,619,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-01-01
1066,533,Employer,91,Booking,Your service has been completed. Please rate the worker.,True,2025-01-01
1067,534,Worker,799,Booking,The booking has been cancelled.,False,2025-03-11
1068,534,Employer,130,Booking,Your booking has been cancelled.,False,2025-03-11
1069,535,Worker,2796,Booking,You have accepted a new booking.,False,2025-07-30
1070,535,Employer,272,Booking,A worker has accepted your booking.,False,2025-07-30
1071,536,Worker,220,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-08-13
1072,536,Employer,472,Booking,Your service has been completed. Please rate the worker.,False,2025-08-13
1073,537,Worker,3762,Booking,A new booking request is waiting for your response.,False,2025-06-11
1074,537,Employer,280,Booking,Your booking request is pending.,False,2025-06-11
1075,538,Worker,6437,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-09-22
1076,538,Employer,423,Booking,Your service has been completed. Please rate the worker.,True,2025-09-22
1077,539,Worker,702,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-10-14
1078,539,Employer,162,Booking,Your service has been completed. Please rate the worker.,False,2025-10-14
1079,540,Worker,307,Booking,You have accepted a new booking.,True,2025-01-23
1080,540,Employer,279,Booking,A worker has accepted your booking.,True,2025-01-23
1081,541,Worker,5970,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-09-29
1082,541,Employer,296,Booking,Your service has been completed. Please rate the worker.,True,2025-09-29
1083,542,Worker,365,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-03-07
1084,542,Employer,152,Booking,Your service has been completed. Please rate the worker.,True,2025-03-07
1085,543,Worker,5069,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-02-02
1086,543,Employer,379,Booking,Your service has been completed. Please rate the worker.,True,2025-02-02
1087,544,Worker,2353,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-08-21
1088,544,Employer,166,Booking,Your service has been completed. Please rate the worker.,False,2025-08-21
1089,545,Worker,2863,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-12-31
1090,545,Employer,426,Booking,Your service has been completed. Please rate the worker.,True,2025-12-31
1091,546,Worker,1581,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-11-26
1092,546,Employer,179,Booking,Your service has been completed. Please rate the worker.,True,2025-11-26
1093,547,Worker,1186,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-12-21
1094,547,Employer,169,Booking,Your service has been completed. Please rate the worker.,False,2025-12-21
1095,548,Worker,6124,Booking,You have accepted a new booking.,False,2025-07-24
1096,548,Employer,252,Booking,A worker has accepted your booking.,False,2025-07-24
1097,549,Worker,2012,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-02-28
1098,549,Employer,96,Booking,Your service has been completed. Please rate the worker.,True,2025-02-28
1099,550,Worker,991,Booking,You have accepted a new booking.,True,2025-01-05
1100,550,Employer,170,Booking,A worker has accepted your booking.,False,2025-01-05
1101,551,Worker,4550,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-04-02
1102,551,Employer,459,Booking,Your service has been completed. Please rate the worker.,False,2025-04-02
1103,552,Worker,1509,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-05-05
1104,552,Employer,216,Booking,Your service has been completed. Please rate the worker.,False,2025-05-05
1105,553,Worker,5198,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-06-13
1106,553,Employer,296,Booking,Your service has been completed. Please rate the worker.,False,2025-06-13
1107,554,Worker,4636,Booking,You have accepted a new booking.,False,2025-12-08
1108,554,Employer,123,Booking,A worker has accepted your booking.,False,2025-12-08
1109,555,Worker,5683,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-11-08
1110,555,Employer,34,Booking,Your service has been completed. Please rate the worker.,False,2025-11-08
1111,556,Worker,3337,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-10-22
1112,556,Employer,351,Booking,Your service has been completed. Please rate the worker.,False,2025-10-22
1113,557,Worker,827,Booking,You have accepted a new booking.,True,2025-01-11
1114,557,Employer,313,Booking,A worker has accepted your booking.,True,2025-01-11
1115,558,Worker,4828,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-02-05
1116,558,Employer,146,Booking,Your service has been completed. Please rate the worker.,True,2025-02-05
1117,559,Worker,1842,Booking,You have accepted a new booking.,True,2025-01-07
1118,559,Employer,172,Booking,A worker has accepted your booking.,True,2025-01-07
1119,560,Worker,943,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-06-11
1120,560,Employer,467,Booking,Your service has been completed. Please rate the worker.,True,2025-06-11
1121,561,Worker,683,Booking,A new booking request is waiting for your response.,False,2025-03-06
1122,561,Employer,2,Booking,Your booking request is pending.,False,2025-03-06
1123,562,Worker,3120,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-10-15
1124,562,Employer,245,Booking,Your service has been completed. Please rate the worker.,False,2025-10-15
1125,563,Worker,5195,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-11-25
1126,563,Employer,44,Booking,Your service has been completed. Please rate the worker.,True,2025-11-25
1127,564,Worker,5790,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-07-25
1128,564,Employer,159,Booking,Your service has been completed. Please rate the worker.,True,2025-07-25
1129,565,Worker,3378,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-04-11
1130,565,Employer,59,Booking,Your service has been completed. Please rate the worker.,False,2025-04-11
1131,566,Worker,4807,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-11-23
1132,566,Employer,287,Booking,Your service has been completed. Please rate the worker.,True,2025-11-23
1133,567,Worker,3350,Booking,A new booking request is waiting for your response.,False,2025-06-17
1134,567,Employer,58,Booking,Your booking request is pending.,True,2025-06-17
1135,568,Worker,331,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-01-26
1136,568,Employer,267,Booking,Your service has been completed. Please rate the worker.,False,2025-01-26
1137,569,Worker,278,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-03-22
1138,569,Employer,72,Booking,Your service has been completed. Please rate the worker.,True,2025-03-22
1139,570,Worker,4791,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-07-06
1140,570,Employer,63,Booking,Your service has been completed. Please rate the worker.,True,2025-07-06
1141,571,Worker,4234,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-04-22
1142,571,Employer,367,Booking,Your service has been completed. Please rate the worker.,True,2025-04-22
1143,572,Worker,1312,Booking,You have accepted a new booking.,False,2025-10-01
1144,572,Employer,145,Booking,A worker has accepted your booking.,True,2025-10-01
1145,573,Worker,2815,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-12-20
1146,573,Employer,363,Booking,Your service has been completed. Please rate the worker.,True,2025-12-20
1147,574,Worker,1292,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-12-09
1148,574,Employer,407,Booking,Your service has been completed. Please rate the worker.,False,2025-12-09
1149,575,Worker,2833,Booking,The booking has been cancelled.,False,2025-07-01
1150,575,Employer,191,Booking,Your booking has been cancelled.,True,2025-07-01
1151,576,Worker,5969,Booking,You have accepted a new booking.,False,2025-07-07
1152,576,Employer,80,Booking,A worker has accepted your booking.,True,2025-07-07
1153,577,Worker,2839,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-01-17
1154,577,Employer,139,Booking,Your service has been completed. Please rate the worker.,True,2025-01-17
1155,578,Worker,3029,Booking,A new booking request is waiting for your response.,True,2025-06-17
1156,578,Employer,457,Booking,Your booking request is pending.,False,2025-06-17
1157,579,Worker,6226,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-04-17
1158,579,Employer,308,Booking,Your service has been completed. Please rate the worker.,True,2025-04-17
1159,580,Worker,1402,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-06-13
1160,580,Employer,284,Booking,Your service has been completed. Please rate the worker.,False,2025-06-13
1161,581,Worker,3608,Booking,A new booking request is waiting for your response.,False,2025-07-10
1162,581,Employer,482,Booking,Your booking request is pending.,True,2025-07-10
1163,582,Worker,3056,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-04-13
1164,582,Employer,326,Booking,Your service has been completed. Please rate the worker.,False,2025-04-13
1165,583,Worker,4180,Booking,The booking has been cancelled.,False,2025-12-11
1166,583,Employer,375,Booking,Your booking has been cancelled.,False,2025-12-11
1167,584,Worker,6183,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-08-19
1168,584,Employer,419,Booking,Your service has been completed. Please rate the worker.,True,2025-08-19
1169,585,Worker,1801,Booking,You have accepted a new booking.,True,2025-02-15
1170,585,Employer,438,Booking,A worker has accepted your booking.,False,2025-02-15
1171,586,Worker,4567,Booking,A new booking request is waiting for your response.,True,2025-04-27
1172,586,Employer,335,Booking,Your booking request is pending.,True,2025-04-27
1173,587,Worker,6174,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-05-23
1174,587,Employer,59,Booking,Your service has been completed. Please rate the worker.,False,2025-05-23
1175,588,Worker,1313,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-02-03
1176,588,Employer,459,Booking,Your service has been completed. Please rate the worker.,True,2025-02-03
1177,589,Worker,5929,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-02-17
1178,589,Employer,458,Booking,Your service has been completed. Please rate the worker.,False,2025-02-17
1179,590,Worker,1263,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-06-15
1180,590,Employer,26,Booking,Your service has been completed. Please rate the worker.,True,2025-06-15
1181,591,Worker,5436,Booking,You have accepted a new booking.,False,2025-01-20
1182,591,Employer,274,Booking,A worker has accepted your booking.,True,2025-01-20
1183,592,Worker,3871,Booking,A new booking request is waiting for your response.,False,2025-10-01
1184,592,Employer,335,Booking,Your booking request is pending.,True,2025-10-01
1185,593,Worker,5735,Booking,You have accepted a new booking.,True,2025-07-26
1186,593,Employer,156,Booking,A worker has accepted your booking.,False,2025-07-26
1187,594,Worker,6186,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-05-22
1188,594,Employer,395,Booking,Your service has been completed. Please rate the worker.,False,2025-05-22
1189,595,Worker,2595,Booking,You have accepted a new booking.,False,2025-02-02
1190,595,Employer,96,Booking,A worker has accepted your booking.,False,2025-02-02
1191,596,Worker,1093,Booking,You have accepted a new booking.,False,2025-10-01
1192,596,Employer,4,Booking,A worker has accepted your booking.,True,2025-10-01
1193,597,Worker,2741,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-01-15
1194,597,Employer,197,Booking,Your service has been completed. Please rate the worker.,False,2025-01-15
1195,598,Worker,4758,Booking,You have accepted a new booking.,False,2025-04-13
1196,598,Employer,480,Booking,A worker has accepted your booking.,True,2025-04-13
1197,599,Worker,1002,Booking,A new booking request is waiting for your response.,True,2025-08-03
1198,599,Employer,12,Booking,Your booking request is pending.,True,2025-08-03
1199,600,Worker,6124,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-09-18
1200,600,Employer,10,Booking,Your service has been completed. Please rate the worker.,True,2025-09-18
1201,601,Worker,3231,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-08-12
1202,601,Employer,434,Booking,Your service has been completed. Please rate the worker.,False,2025-08-12
1203,602,Worker,5215,Booking,You have accepted a new booking.,False,2025-04-07
1204,602,Employer,32,Booking,A worker has accepted your booking.,True,2025-04-07
1205,603,Worker,193,Booking,You have accepted a new booking.,True,2025-07-05
1206,603,Employer,153,Booking,A worker has accepted your booking.,False,2025-07-05
1207,604,Worker,2138,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-12-11
1208,604,Employer,457,Booking,Your service has been completed. Please rate the worker.,False,2025-12-11
1209,605,Worker,2311,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-06-19
1210,605,Employer,411,Booking,Your service has been completed. Please rate the worker.,False,2025-06-19
1211,606,Worker,2061,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-12-26
1212,606,Employer,169,Booking,Your service has been completed. Please rate the worker.,False,2025-12-26
1213,607,Worker,4779,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-11-27
1214,607,Employer,298,Booking,Your service has been completed. Please rate the worker.,False,2025-11-27
1215,608,Worker,4196,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-09-03
1216,608,Employer,384,Booking,Your service has been completed. Please rate the worker.,False,2025-09-03
1217,609,Worker,3866,Booking,Job completed successfully. Payment will be processed shortly.,True,2026-01-01
1218,609,Employer,337,Booking,Your service has been completed. Please rate the worker.,True,2026-01-01
1219,610,Worker,4070,Booking,Job completed successfully. Payment will be processed shortly.,False,2025-02-25
1220,610,Employer,247,Booking,Your service has been completed. Please rate the worker.,True,2025-02-25
1221,611,Worker,5539,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-02-10
1222,611,Employer,18,Booking,Your service has been completed. Please rate the worker.,False,2025-02-10
1223,612,Worker,4250,Booking,Job completed successfully. Payment will be processed shortly.,True,2025-12-27
